Município (Código);Município;Lavouras - permanentes;Lavouras - temporárias;Lavouras - área para cultivo de flores;Pastagens - naturais;Pastagens - plantadas em boas condições;Pastagens - pastagens plantadas em más condições;Matas ou florestas - matas e/ou florestas naturais;Matas ou florestas - florestas plantadas;Sistemas agroflorestais - área cultivada com espécies florestais também usada para lavouras e pastoreio por animais;Soma
2313005;Solonópole (CE);X;9145,5;X;38991,2;3601,9;5292;20146,7;-;7107,8;84285,1
2313104;Tabuleiro do Norte (CE);946,3;4867,8;X;13405,5;354,2;178,3;5505;X;7620;32877,1
2313203;Tamboril (CE);280,2;8191,5;X;34615,5;1550,1;2973,5;57;X;39545;87212,8
2313252;Tarrafas (CE);36,8;2924;-;932,6;1339,7;834,1;4519,5;-;2474,3;13061
2313302;Tauá (CE);360,5;14118,4;X;117361,6;3741,5;4679,6;18938,7;X;101466,9;260667,2
2313351;Tejuçuoca (CE);128,9;1873,1;X;7095,1;382,3;731,3;2444,9;X;19555,2;32210,8
2313401;Tianguá (CE);1531,8;5848,9;50,4;438,6;192,6;942,7;743,5;56,9;7315,8;17121,2
2313500;Trairi (CE);14505;3067,6;11;2593,7;620,7;165,8;7779,8;1080,1;12087,1;41910,8
2313559;Tururu (CE);1004,4;680,4;-;2128,7;104,2;562,7;2801,2;-;2165,9;9447,5
2313609;Ubajara (CE);1200,5;3311,4;X;984,7;211,1;89,6;715,7;X;X;6513
2313708;Umari (CE);18,7;1367,6;X;7076,5;X;91,4;2778,7;-;-;11332,9
2313757;Umirim (CE);758,1;2383,5;X;3100,8;1124,5;656,4;2005,6;X;7163,7;17192,6
2313807;Uruburetama (CE);2092;603,9;X;351,6;40,7;139,5;832,3;X;520,3;4580,3
2313906;Uruoca (CE);1243,5;1349,3;-;4979,1;140,9;329,5;3587,1;133,5;-;11762,9
2313955;Varjota (CE);294,4;849,5;X;1785,1;130,3;130,5;X;-;79,5;3269,3
2314003;Várzea Alegre (CE);496,5;3127,9;X;4529,1;6259,9;4382,3;8081,2;X;2732,5;29609,4
2314102;Viçosa do Ceará (CE);1961,8;5504,3;X;619,7;399,6;72,7;7237,2;X;3826,2;19621,5
2400109;Acari (RN);114,8;662;-;4286;96,3;X;5951,8;X;24831,6;35942,5
2400208;Açu (RN);1296,9;3457,7;X;18043,3;885,4;330,4;4653,1;X;10120,7;38787,5
2400307;Afonso Bezerra (RN);433,9;1742;X;5816;159,8;312,6;603,9;X;9754,2;18822,4
2400406;Água Nova (RN);5,5;364,6;-;776,7;81,3;50,8;348,2;-;1413,6;3040,7
2400505;Alexandria (RN);216,6;1443,6;X;18650,6;163,7;X;-;-;6556,7;27031,2
2400604;Almino Afonso (RN);34,5;678,3;-;4946,6;X;224;X;-;443,5;6326,9
2400703;Alto do Rodrigues (RN);1095,5;732,7;-;2564,3;90,6;632,7;1691,6;X;2078,1;8885,5
2400802;Angicos (RN);36,4;3546;-;15735;223,9;X;X;X;22077,3;41618,6
2400901;Antônio Martins (RN);110,2;1190,6;X;7151,3;38,7;1121,5;X;-;5686,2;15298,5
2401008;Apodi (RN);4425;11996,7;11,2;15657,8;286,6;1871,4;13316,7;-;18244,4;65809,8
2401107;Areia Branca (RN);388;545,6;X;1043,8;X;98,8;459,5;-;588;3123,7
2401206;Arês (RN);648,4;9108;-;345,4;134,4;X;X;-;X;10236,2
2401305;Campo Grande (RN);167,5;1690,2;-;25685,1;373,9;786;6568,9;8,5;24296,7;59576,8
2401404;Baía Formosa (RN);1121,2;9367;-;X;-;-;-;X;-;10488,2
2401453;Baraúna (RN);1722,9;5543;X;12072,9;38;125,2;2220,1;X;3013;24735,1
2401503;Barcelona (RN);X;537,6;X;4097,1;95;X;2615,6;-;1985;9330,3
2401602;Bento Fernandes (RN);46,4;1994,1;-;6719;X;71,9;10343,2;X;-;19174,6
2401651;Bodó (RN);75,1;471,5;-;1021,4;X;-;-;-;559,5;2127,5
2401701;Bom Jesus (RN);164,4;1321,9;-;4740,9;454;86,5;534,5;-;1004,1;8306,3
2401800;Brejinho (RN);115,9;873,3;X;1422,8;629,2;216,9;79,8;X;X;3337,9
2401859;Caiçara do Norte (RN);132,1;470;-;1465,8;X;X;1756,1;-;-;3824
2401909;Caiçara do Rio do Vento (RN);9,3;813,1;-;1866,6;-;210,5;-;-;18679,6;21579,1
2402006;Caicó (RN);222,7;2535,4;X;19244,9;578,2;2861,8;4125,4;X;54858,3;84426,7
2402105;Campo Redondo (RN);132,1;1336,4;-;4046,5;183,3;435;230,4;-;233,3;6597
2402204;Canguaretama (RN);639,4;4408,6;3,6;588,9;602,8;167,2;38;X;X;6448,5
2402303;Caraúbas (RN);537,7;5458,7;-;26586,4;1014,6;2611;X;X;21491,7;57700,1
2402402;Carnaúba dos Dantas (RN);21,4;453,2;X;3573,6;X;X;1873,8;-;5008,4;10930,4
2402501;Carnaubais (RN);914,2;1451,7;X;4518,1;121,9;290;14788,3;X;3464,4;25548,6
2402600;Ceará-Mirim (RN);4815,4;3654,9;X;10149,5;2730,2;860,2;481,6;X;1788,5;24480,3
2402709;Cerro Corá (RN);755,5;1489;X;3927,2;49,6;200,8;X;-;1682,3;8104,4
2402808;Coronel Ezequiel (RN);110,7;441,5;-;1461,6;28,7;X;X;-;568,1;2610,6
2402907;Coronel João Pessoa (RN);66,8;506,1;-;562,1;183,2;216,1;767,6;19,1;2204,6;4525,6
2403004;Cruzeta (RN);103;1834,8;-;3907,3;X;15,5;X;-;16090,8;21951,4
2403103;Currais Novos (RN);128,5;519;X;11225,4;383,6;X;9824,7;X;10834,2;32915,4
2403202;Doutor Severiano (RN);46,7;1199,5;X;1068,3;407,7;240,9;8096,5;-;1132,8;12192,4
2403251;Parnamirim (RN);231,4;9,9;X;X;X;-;-;X;X;241,3
2403301;Encanto (RN);57,6;864,1;X;1052,8;2556,1;1255,7;X;-;X;5786,3
2403400;Equador (RN);223;67,3;-;289;348;398,6;205,5;-;12707,6;14239
2403509;Espírito Santo (RN);339,6;880,8;X;1507,2;1657,4;105,5;X;-;-;4490,5
2403608;Extremoz (RN);251,2;579,2;-;420,5;289,9;X;X;-;X;1540,8
2403707;Felipe Guerra (RN);71,1;924,3;-;951,7;X;1092,6;X;-;3237,9;6277,6
2403756;Fernando Pedroza (RN);4,5;561,7;-;5568;-;-;-;-;14279,3;20413,5
2403806;Florânia (RN);173,6;2213,1;X;6897,3;X;45;158,5;-;20724,9;30212,4
2403905;Francisco Dantas (RN);X;263,6;X;2581,1;X;-;-;-;2296,9;5141,6
2404002;Frutuoso Gomes (RN);45;458,6;-;792,4;X;8,5;X;X;2490,5;3795
2404101;Galinhos (RN);X;679,5;-;2080,7;-;-;X;-;-;2760,2
2404200;Goianinha (RN);407,3;6931,9;X;2614,5;952,3;-;X;-;X;10906
2404309;Governador Dix-Sept Rosado (RN);136;4029,3;-;1415,6;102,2;253,4;766,6;-;19098,4;25801,5
2404408;Grossos (RN);8,8;168,7;-;1817,5;84,1;X;X;-;1134,5;3213,6
2404507;Guamaré (RN);12,6;1642,7;-;4476,2;X;X;254,4;-;-;6385,9
2404606;Ielmo Marinho (RN);228,4;2715,7;-;7678,7;1613,7;850,2;X;-;X;13086,7
2404705;Ipanguaçu (RN);2444,9;1368;2,5;2854,4;337,2;X;6591,4;X;3136,2;16734,6
2404804;Ipueira (RN);-;X;-;1425,5;X;-;-;-;6017;7442,5
2404853;Itajá (RN);18,3;124,5;X;827,4;36,9;33,9;X;-;5885,2;6926,2
2404903;Itaú (RN);74;412,4;-;2124,7;X;-;637,9;-;307,8;3556,8
2405009;Jaçanã (RN);323;339,6;X;419,6;59,7;453,8;772,3;-;X;2368
2405108;Jandaíra (RN);115,8;2205,7;-;7213,9;32;1084,3;1171,2;-;440;12262,9
2405207;Janduís (RN);20,8;687,4;X;10186,1;X;27;683,7;X;8175,9;19780,9
2405306;Januário Cicco (RN);194,3;2890,3;-;4897,7;187,4;57,8;285;-;903,6;9416,1
2405405;Japi (RN);X;302;-;5442,3;92,3;422,7;X;-;1597,5;7856,8
2405504;Jardim de Angicos (RN);40,6;361,7;X;1619,7;X;-;15189,4;-;X;17211,4
2405603;Jardim de Piranhas (RN);66,7;849,3;93;2222,3;15;X;X;-;15602,3;18848,6
2405702;Jardim do Seridó (RN);56;2002,5;X;17420,1;42;X;144,4;-;3173,6;22838,6
2405801;João Câmara (RN);672,4;3284,3;X;4172,5;1037,6;5284,9;16001,1;-;X;30452,8
2405900;João Dias (RN);25,2;446,2;-;1635,4;38,9;90,7;-;-;2064,1;4300,5
2406007;José da Penha (RN);39,6;940,8;X;6136,8;32,8;77,3;X;-;1417,2;8644,5
2406106;Jucurutu (RN);151,4;2253,9;X;10871,2;3016,9;3042,3;X;-;30501,1;49836,8
2406155;Jundiá (RN);123,9;441,9;-;821;97,5;X;X;-;-;1484,3
2406205;Lagoa d'Anta (RN);43,8;1438,6;-;1275,6;282,5;22,3;X;-;X;3062,8
2406304;Lagoa de Pedras (RN);449,4;1718,9;X;2139,7;2180,8;475,4;152,8;-;X;7117
2406403;Lagoa de Velhos (RN);X;443,9;-;2025;191,8;X;X;-;1868;4528,7
2406502;Lagoa Nova (RN);2334,4;4459,4;X;641,9;197,2;126,1;X;-;381,3;8140,3
2406601;Lagoa Salgada (RN);238,3;1038,4;-;1129,6;239,2;403;X;X;81,3;3129,8
2406700;Lajes (RN);298,1;2838,5;X;16197,5;X;X;792;X;22051,3;42177,4
2406809;Lajes Pintadas (RN);X;404,4;X;1124,3;X;1249,8;446,3;-;-;3224,8
2406908;Lucrécia (RN);37,7;485,2;-;983;X;93;X;-;901,5;2500,4
2407005;Luís Gomes (RN);135,4;831,8;-;5718;84,2;-;-;-;1069,8;7839,2
2407104;Macaíba (RN);1895,8;3301,6;X;3234,1;3577,8;415,4;859,4;X;159,6;13443,7
2407203;Macau (RN);-;1068;-;4617,1;X;-;409;-;X;6094,1
2407252;Major Sales (RN);26,5;936;-;1532,9;305,3;X;283,2;-;952,8;4036,7
2407302;Marcelino Vieira (RN);13,5;1279,5;X;7090,5;439,3;1167,8;X;-;6504,4;16495
2407401;Martins (RN);79,6;500,6;-;2306,6;66,5;X;X;X;1515,4;4468,7
2407500;Maxaranguape (RN);1002,1;225,2;-;1687,6;188,5;102,3;176,4;-;373,8;3755,9
2407609;Messias Targino (RN);X;575,5;-;3718;1124,5;-;-;X;4359,6;9777,6
2407708;Montanhas (RN);21,5;91,5;X;902,9;1759,6;X;-;-;-;2775,5
2407807;Monte Alegre (RN);484,4;1534,4;X;5009,1;1620,5;650,6;19,8;X;59,4;9378,2
2407906;Monte das Gameleiras (RN);9;423,8;-;1457,7;9;X;237,5;-;472;2609
2408003;Mossoró (RN);969;12580,4;X;16196,4;397,2;1006,8;2433,3;X;11196,2;44779,3
2408102;Natal (RN);4,4;22,9;X;43,8;3;X;16;-;-;90,1
2408201;Nísia Floresta (RN);857,3;1208,8;6,4;839,5;683,3;363,4;X;X;86,1;4044,8
2408300;Nova Cruz (RN);267,4;3241,4;X;5619,8;6630,2;689;401,7;X;248,7;17098,2
2408409;Olho d'Água do Borges (RN);149,5;594,5;-;3572,2;42,1;X;X;-;426,5;4784,8
2408508;Ouro Branco (RN);49,2;620,2;-;7011,1;14;384,8;X;-;8303,7;16383
2408607;Paraná (RN);9,1;425,4;-;2031,5;119,1;153,9;-;-;1761,2;4500,2
2408706;Paraú (RN);12,4;688,7;-;1524,8;X;515;11580,3;-;X;14321,2
2408805;Parazinho (RN);24,3;3472,1;-;1175;X;X;5703,7;-;X;10375,1
2408904;Parelhas (RN);76,2;454,3;X;5345,2;100;X;1488,2;-;9417,6;16881,5
2408953;Rio do Fogo (RN);899,6;174,9;X;214,6;X;X;171,3;-;-;1460,4
2409100;Passa e Fica (RN);7,4;816,9;-;921,9;248,4;X;X;-;X;1994,6
2409209;Passagem (RN);53,6;217,8;-;2063,4;394,3;X;121,9;-;24,5;2875,5
2409308;Patu (RN);X;1426,7;-;9938;55,4;403,5;X;-;1914;13737,6
2409332;Santa Maria (RN);27,5;689,6;-;5399,6;1242,3;217,3;952,4;-;1176,5;9705,2
2409407;Pau dos Ferros (RN);69,2;1252,2;X;6023,9;2866,2;2741,8;X;-;60,8;13014,1
2409506;Pedra Grande (RN);203,3;694,5;-;2223,2;X;X;2843,1;-;1031,1;6995,2
2409605;Pedra Preta (RN);12,6;822;-;2644,6;X;X;7617,9;X;-;11097,1
2409704;Pedro Avelino (RN);36,6;2912;-;21638,7;X;X;3937,8;-;30524,3;59049,4
2409803;Pedro Velho (RN);915,4;2393,6;X;2596,5;1482,8;565;71;X;278,8;8303,1
2409902;Pendências (RN);121,7;57,7;-;5972;144,9;3717,6;X;X;2056;12069,9
2410009;Pilões (RN);X;391,2;-;1193,1;13;3246,1;X;-;3654,8;8498,2
2410108;Poço Branco (RN);441,4;848,9;-;1926;581,3;14;39,6;-;1526,9;5378,1
2410207;Portalegre (RN);488,5;426,5;-;224;437,1;480,6;58,2;X;1157,8;3272,7
2410256;Porto do Mangue (RN);206;358,4;X;225,6;X;94,8;175,2;-;803,9;1863,9
2410306;Serra Caiada (RN);100,5;1447,2;X;3262,5;X;1018,2;541;-;1525,2;7894,6
2410405;Pureza (RN);2008,2;2919,6;X;4202,5;2396,2;909,8;1089,9;X;4007,4;17533,6
2410504;Rafael Fernandes (RN);X;615,8;X;2750,8;928,2;136,9;1087;-;316,5;5835,2
2410603;Rafael Godeiro (RN);X;787;-;4409,7;-;X;X;-;1201;6397,7
2410702;Riacho da Cruz (RN);19,5;654,7;-;494;256,5;X;X;-;7941;9365,7
2410801;Riacho de Santana (RN);49,2;758;-;1727,5;383,2;35,2;1763,9;-;714;5431
2410900;Riachuelo (RN);53,5;1161,3;-;11287,2;191,5;X;X;-;633,7;13327,2
2411007;Rodolfo Fernandes (RN);555;1046;-;2558,5;X;-;X;-;4055;8214,5
2411056;Tibau (RN);291,8;2860,8;-;941,9;8;135,9;2100,5;-;1188,6;7527,5
2411106;Ruy Barbosa (RN);1,8;517,9;-;4740,9;X;X;989,2;-;3157,3;9407,1
2411205;Santa Cruz (RN);134,5;1135,7;-;10093,3;3589;3928,2;1003,9;-;3124,8;23009,4
2411403;Santana do Matos (RN);648,9;4122,1;-;26091,1;X;2086,7;X;-;37159,3;70108,1
2411429;Santana do Seridó (RN);117,6;18,1;-;54,6;133;1686,4;-;-;10934,9;12944,6
2411502;Santo Antônio (RN);231,6;1877,6;-;5617,2;3588,7;2183,4;146,1;X;X;13644,6
2411601;São Bento do Norte (RN);211,8;743,4;-;401,9;164,2;1108,2;1443,5;-;268,7;4341,7
2411700;São Bento do Trairí (RN);102;625,1;X;6875,2;X;71,5;-;-;60,5;7734,3
2411809;São Fernando (RN);X;916,5;-;8734,5;X;-;2785,3;-;20195,5;32631,8
2411908;São Francisco do Oeste (RN);17,7;780,2;-;2340;X;-;2237,6;-;X;5375,5
2412005;São Gonçalo do Amarante (RN);39,8;1002,8;X;1480,1;2833,8;139,3;X;X;146,8;5642,6
2412104;São João do Sabugi (RN);X;592,3;-;779,8;358,6;286,7;X;-;15924,6;17942
2412203;São José de Mipibu (RN);1221,1;4104,2;14;2989,9;1058,7;X;48;X;87;9522,9
2412302;São José do Campestre (RN);21;1240,9;X;9781,2;X;200,5;2551,7;-;730,4;14525,7
2412401;São José do Seridó (RN);41,6;776,4;-;3085;X;X;434,4;-;6525,3;10862,7
2412500;São Miguel (RN);X;1899,1;X;973,7;293,7;195,9;473,8;-;1315,2;5151,4
2412559;São Miguel do Gostoso (RN);596,7;736,1;-;980,3;25,5;X;1470,6;X;320,5;4129,7
2412609;São Paulo do Potengi (RN);58,7;1223,6;-;6353,6;766,5;1284,5;2446,7;-;2185,8;14319,4
2412708;São Pedro (RN);59,7;1324,8;-;4971,4;2218;X;X;-;1035,2;9609,1
2412807;São Rafael (RN);X;741,1;-;2932;409,5;5084;1391;X;6016,3;16573,9
2412906;São Tomé (RN);94,2;1203,2;-;9421,8;486,8;1024;12266,9;X;2166,4;26663,3
2413003;São Vicente (RN);381,7;797,6;X;1017,2;72,4;-;5944,8;-;1925,5;10139,2
2413102;Senador Elói de Souza (RN);275,8;1592,7;X;6865,9;514,4;X;168,9;-;1440,1;10857,8
2413201;Senador Georgino Avelino (RN);21,6;6;-;14,8;X;X;X;-;X;42,4
2413300;Serra de São Bento (RN);247,5;965,8;5,6;3333;13,6;10,5;452,3;X;267,5;5295,8
2413359;Serra do Mel (RN);27285,7;479,7;-;X;X;696,2;1156,5;-;4139,9;33758
2413409;Serra Negra do Norte (RN);X;1329;-;9974,5;93,3;534,5;X;-;26002,2;37933,5
2413508;Serrinha (RN);150,6;1557,4;-;7341,1;1068,5;480,2;141,5;-;1453,3;12192,6
2413557;Serrinha dos Pintos (RN);72,8;1651,9;X;903,6;546,7;994,5;X;-;2727,4;6896,9
2413607;Severiano Melo (RN);1370,2;1080;X;4058,1;159,5;57,6;1018;X;1466,8;9210,2
2413706;Sítio Novo (RN);158,4;859,5;X;9489,8;238;823,9;28,5;X;5306,8;16904,9
2413805;Taboleiro Grande (RN);-;184,7;-;X;2534,7;1789,3;-;-;X;4508,7
2413904;Taipu (RN);140,2;1760;-;6575,8;3696,7;1471,3;230,4;-;2523,2;16397,6
2414001;Tangará (RN);215;3060,3;X;12215,1;X;1959,2;2998,4;70,5;70;20588,5
2414100;Tenente Ananias (RN);5,1;801,6;X;3460;168,6;1325,5;X;-;4717,7;10478,5
2414159;Tenente Laurentino Cruz (RN);969,8;723,8;X;405,2;197,4;254,5;X;-;1088,3;3639
2414209;Tibau do Sul (RN);34,7;1327,6;-;577,8;X;X;32;-;-;1972,1
2414308;Timbaúba dos Batistas (RN);-;317,6;-;3245,7;X;X;-;-;5195,5;8758,8
2414407;Touros (RN);7423,2;5429,7;X;2860,2;622,1;3064,8;8362,3;X;3200,9;30963,2
2414456;Triunfo Potiguar (RN);26,2;339,2;-;3534,6;X;-;7345,7;X;X;11245,7
2414506;Umarizal (RN);229,7;1524,3;-;4033,8;730;X;957,2;-;5493,1;12968,1
2414605;Upanema (RN);386,5;4897,1;X;14611,2;107,9;X;424,6;-;6735,5;27162,8
2414704;Várzea (RN);214,2;157,8;-;1969,2;352,8;304,2;X;X;44,7;3042,9
2414753;Venha-Ver (RN);13;466;-;282,6;71,9;221,1;405,1;-;439,1;1898,8
2414803;Vera Cruz (RN);372,7;1342,4;-;297,5;2591,2;27,8;X;-;X;4631,6
2414902;Viçosa (RN);5,6;100,5;-;113;-;-;-;-;2470,6;2689,7
2415008;Vila Flor (RN);93,2;2884,4;-;X;-;X;-;-;-;2977,6
2500106;Água Branca (PB);63,8;1267,3;-;536,2;1179,9;537,6;5496,2;-;-;9081
2500205;Aguiar (PB);75,6;424,3;-;3116,9;1778,7;798,4;12967,6;-;-;19161,5
2500304;Alagoa Grande (PB);1157,5;3104,6;9,5;5292;7249,6;1603,4;498,8;53,7;1533,6;20502,7
2500403;Alagoa Nova (PB);2327,5;1092,7;X;944,3;797,1;178,2;298,4;X;10;5648,2
2500502;Alagoinha (PB);339,4;819,9;X;1060,4;2631,2;625,9;240,7;X;463,9;6181,4
2500536;Alcantil (PB);3,7;1221,8;-;3808,7;473;982,7;6851;X;X;13340,9
2500577;Algodão de Jandaíra (PB);57,5;454,5;-;1656;12,5;965,5;4246,1;-;-;7392,1
2500601;Alhandra (PB);871,8;5223,5;X;628,4;186,4;10,6;150,1;X;X;7070,8
2500700;São João do Rio do Peixe (PB);119,4;2079,4;X;12096,8;1077,7;365,5;6454,5;X;-;22193,3
2500734;Amparo (PB);X;527,1;-;2022;432,3;367;1136,3;-;X;4484,7
2500775;Aparecida (PB);222;673;-;4927,5;X;X;7957,1;-;-;13779,6
2500809;Araçagi (PB);613,8;3604,6;X;4847,7;5498,4;911,6;989,9;87,9;X;16553,9
2500908;Arara (PB);221,2;1169,3;X;1795,6;506,2;67,8;578,6;X;307,9;4646,6
2501005;Araruna (PB);581,5;2490,9;X;4038,7;3132,1;2021,2;1850;X;-;14114,4
2501104;Areia (PB);2042,2;2264,4;4;4574,4;3839,5;445,6;967,9;63,3;116,4;14317,7
2501153;Areia de Baraúnas (PB);2,1;158,7;-;1916,9;-;-;914,3;-;-;2992
2501203;Areial (PB);59,9;1160,5;-;663,5;80,2;490,8;25;-;11,6;2491,5
2501302;Aroeiras (PB);X;3110,5;-;3109,1;555,7;3507,7;6238,8;-;-;16521,8
2501351;Assunção (PB);92,8;531,9;-;X;X;X;4422,5;-;-;5047,2
2501401;Baía da Traição (PB);225,3;593,8;-;385,1;-;-;-;-;-;1204,2
2501500;Bananeiras (PB);1527,8;1880,8;X;6166,1;2739;1066,1;2781,8;X;-;16161,6
2501534;Baraúna (PB);95,4;871,7;X;166,3;X;262,8;486,6;X;378,7;2261,5
2501575;Barra de Santana (PB);15,1;3452,4;-;6870,3;171,9;575;7839,6;-;-;18924,3
2501609;Barra de Santa Rosa (PB);486,3;5352,1;X;15610,1;382,5;544,5;27475,8;-;X;49851,3
2501708;Barra de São Miguel (PB);X;872,4;-;12873,9;284,5;6932,6;8689,3;-;X;29652,7
2501807;Bayeux (PB);10,7;51,3;-;43,5;X;X;-;-;-;105,5
2501906;Belém (PB);252,7;601,4;-;2044,5;2147,3;X;599,5;-;X;5645,4
2502003;Belém do Brejo do Cruz (PB);-;132;-;6889,5;48,5;1974,1;29334;-;-;38378,1
2502052;Bernardino Batista (PB);38;165,8;-;680,8;295,4;37,8;715,8;X;-;1933,6
2502102;Boa Ventura (PB);20,2;918,9;-;889,6;309,4;452,3;4530,8;-;-;7121,2
2502151;Boa Vista (PB);124,3;1323,2;X;2159,3;820;21629,1;X;-;6695;32750,9
2502201;Bom Jesus (PB);X;148,4;-;829,8;-;X;641;-;-;1619,2
2502300;Bom Sucesso (PB);7;333,1;-;1136,2;X;X;6374,2;-;-;7850,5
2502409;Bonito de Santa Fé (PB);1,8;927,6;-;219,3;3784,7;291,9;7986;-;-;13211,3
2502508;Boqueirão (PB);14;1524,5;-;11288;64,9;X;2579,7;-;X;15471,1
2502607;Igaracy (PB);6,7;433,3;-;4046,2;174,4;-;1339;-;-;5999,6
2502706;Borborema (PB);638,9;51,8;-;770,4;X;X;488;X;-;1949,1
2502805;Brejo do Cruz (PB);-;54,3;-;2531,9;170,8;1316;16352;-;3207,4;23632,4
2502904;Brejo dos Santos (PB);32,5;206,3;-;1073,2;X;X;2328,8;-;1275,2;4916
2503001;Caaporã (PB);452,7;7697,5;-;136,6;89;X;87,9;X;X;8463,7
2503100;Cabaceiras (PB);71,5;1043;-;11285,3;113,5;584,8;11661,9;-;-;24760
2503209;Cabedelo (PB);23,9;X;X;67,8;5,1;-;-;-;-;96,8
2503308;Cachoeira dos Índios (PB);37,4;933,6;X;2637,1;631,8;X;4142,2;-;-;8382,1
2503407;Cacimba de Areia (PB);16,5;336,3;-;3820;9,1;-;2691,3;-;-;6873,2
2503506;Cacimba de Dentro (PB);240;2625,1;X;2834,6;1521,8;284,1;2271,9;X;-;9777,5
2503555;Cacimbas (PB);135,6;998,1;1,4;669,6;125,6;147,5;984,7;-;2303,5;5366
2503605;Caiçara (PB);66,5;782,8;-;3962,6;1448,9;X;121,4;-;X;6382,2
2503704;Cajazeiras (PB);45,5;1247,1;0,5;7353,7;1140,8;103,6;11012;-;-;20903,2
2503753;Cajazeirinhas (PB);X;175,7;-;5012,6;X;10,1;11400;-;-;16598,4
2503803;Caldas Brandão (PB);5,1;436,7;-;1640,8;2482,5;27;X;X;X;4592,1
2503902;Camalaú (PB);44,4;1277;X;16348,2;203,9;219,6;X;-;5641,2;23734,3
2504009;Campina Grande (PB);167,8;3724,8;X;9046,8;2516,6;7744;X;26,4;2299,6;25526
2504033;Capim (PB);4,8;4607,2;-;21,3;419;X;X;-;-;5052,3
2504074;Caraúbas (PB);10;430,8;X;877,7;563,7;10801,8;817,3;X;3256;16757,3
2504108;Carrapateira (PB);1,2;55,4;X;353,6;84;X;1870,4;-;-;2364,6
2504157;Casserengue (PB);X;2887,1;-;1632,3;33,4;X;2814,5;-;335,8;7703,1
2504207;Catingueira (PB);X;1579,7;-;3757,3;382,4;X;25960,2;-;-;31679,6
2504306;Catolé do Rocha (PB);19,7;209,7;-;8569,3;480,9;1246,9;19795,5;-;830,1;31152,1
2504355;Caturité (PB);X;1555,9;X;3386,9;78;19,1;2389,2;X;196,1;7625,2
2504405;Conceição (PB);X;2651,4;X;3427,6;4349,5;1337,5;19310,8;-;-;31076,8
2504504;Condado (PB);11,4;675,9;-;2961,2;137,5;7,3;11067,2;-;-;14860,5
2504603;Conde (PB);1060;3054,1;X;170,3;307,8;30,2;145,5;X;138,7;4906,6
2504702;Congo (PB);X;225,6;X;2810,1;65,2;9013,2;986,5;-;2275,5;15376,1
2504801;Coremas (PB);13,2;105,3;-;3562,3;49,1;114,8;12298;-;-;16142,7
2504850;Coxixola (PB);20,5;515,9;-;461,4;28,9;131,5;8547,5;-;-;9705,7
2504900;Cruz do Espírito Santo (PB);220;8122,4;157,8;729,8;49,8;34,1;339,4;X;X;9653,3
2505006;Cubati (PB);31,3;1964;X;8345,2;X;56,2;2215,3;-;-;12612
2505105;Cuité (PB);434;4679,7;-;6958,4;294;3704,6;11967;X;X;28037,7
2505204;Cuitegi (PB);84;270,1;-;476,6;1148,7;287,6;X;X;124,8;2391,8
2505238;Cuité de Mamanguape (PB);3;1185;-;564;3189,8;219,6;X;-;-;5161,4
2505279;Curral de Cima (PB);212,3;2360,6;X;764,8;1589,6;2,3;X;-;-;4929,6
2505303;Curral Velho (PB);31,5;762,2;-;133,9;1525,1;412,6;6506,2;-;-;9371,5
2505352;Damião (PB);81,8;1900;-;2251,6;20,8;X;7451,1;-;X;11705,3
2505402;Desterro (PB);83;1266,2;X;2493,2;394,2;539,2;X;-;2652,7;7428,5
2505501;Vista Serrana (PB);X;257,3;-;468,8;17,6;X;2335,5;-;-;3079,2
2505600;Diamante (PB);10,5;846,8;-;1588,9;755,9;573,9;10992,1;-;-;14768,1
2505709;Dona Inês (PB);165,5;1252,8;X;4732,4;788,7;672,1;2196,2;21,6;X;9829,3
2505808;Duas Estradas (PB);58,8;264,1;-;456,2;1225,2;104,7;63;-;258,7;2430,7
2505907;Emas (PB);X;111;-;9220,1;X;-;3010,7;-;X;12341,8
2506004;Esperança (PB);380,7;2610,8;X;4094,6;171,6;1353;118,3;X;229,8;8958,8
2506103;Fagundes (PB);80,3;1537,5;-;2822,2;42,7;61,8;1630,7;-;-;6175,2
2506202;Frei Martinho (PB);29;441,6;X;3432,5;X;-;5781,4;-;3128,1;12812,6
2506251;Gado Bravo (PB);X;2865,5;-;3149;X;63,7;4733,2;-;-;10811,4
2506301;Guarabira (PB);823,9;1026,7;X;3445,1;3726,1;131,8;123;X;91,7;9368,3
2506400;Gurinhém (PB);83,4;1586,4;-;8484,8;4526,7;X;980,1;-;X;15661,4
2506509;Gurjão (PB);X;598,3;-;850;38,9;X;17236;-;-;18723,2
2506608;Ibiara (PB);8;1228,7;-;838,4;1186,2;519,2;8294,2;-;-;12074,7
2506707;Imaculada (PB);115,3;2071,9;-;1694,3;229;X;8028,5;-;X;12139
2506806;Ingá (PB);62,3;1646,9;-;6680;X;352,1;1387,9;X;-;10129,2
2506905;Itabaiana (PB);236,2;1341,9;X;4298,2;4155,1;157,6;X;-;178,3;10367,3
2507002;Itaporanga (PB);157,3;1439,2;-;4629,8;2581,6;264,1;16040,7;-;-;25112,7
2507101;Itapororoca (PB);91,1;4426,6;-;860,8;3770,1;96,5;42,9;X;X;9288
2507200;Itatuba (PB);56,1;1852,1;X;9159,8;1698;1207,6;2923,6;-;X;16897,2
2507309;Jacaraú (PB);737,1;3421;X;3168,5;3300,6;78,1;415,7;X;675,8;11796,8
