Município (Código);Município;Arrendamento de terras;Adubos e corretivos;Sementes e mudas;Agrotóxicos;Novas culturas permanentes e silvicultura;Formação de pastagens;Soma
4209409;Laguna (SC);626;715;270;674;X;X;2285
4209458;Lajeado Grande (SC);442;2416;1465;2142;-;8;6473
4209508;Laurentino (SC);150;1155;635;314;-;38;2292
4209607;Lauro Müller (SC);56;1277;364;241;X;91;2029
4209706;Lebon Régis (SC);6490;9700;6028;9948;27;409;32602
4209805;Leoberto Leal (SC);167;5109;1341;2587;38;28;9270
4209854;Lindóia do Sul (SC);176;2835;2012;666;X;221;5910
4209904;Lontras (SC);290;2248;1172;688;X;39;4437
4210001;Luiz Alves (SC);1431;12103;834;3872;22;X;18262
4210035;Luzerna (SC);278;1574;1048;381;X;34;3315
4210050;Macieira (SC);461;2887;1501;2334;144;224;7551
4210100;Mafra (SC);8209;30926;12851;20831;650;635;74102
4210209;Major Gercino (SC);93;1196;191;354;-;X;1834
4210308;Major Vieira (SC);5642;11265;4193;7485;15;175;28775
4210407;Maracajá (SC);1588;1858;842;937;-;18;5243
4210506;Maravilha (SC);1603;6763;4392;3569;23;487;16837
4210555;Marema (SC);366;2071;1191;1014;X;360;5002
4210605;Massaranduba (SC);3749;10596;2012;5928;X;-;22285
4210704;Matos Costa (SC);592;980;539;353;661;82;3207
4210803;Meleiro (SC);8413;8774;3201;5186;X;X;25574
4210852;Mirim Doce (SC);844;1754;838;999;X;81;4516
4210902;Modelo (SC);431;4083;2584;2167;X;X;9265
4211009;Mondaí (SC);472;4707;2745;1264;3;322;9513
4211058;Monte Carlo (SC);992;2668;1525;7042;X;X;12227
4211108;Monte Castelo (SC);639;2139;841;1170;183;106;5078
4211207;Morro da Fumaça (SC);603;904;430;392;-;X;2329
4211256;Morro Grande (SC);2570;2733;1208;1919;X;X;8430
4211306;Navegantes (SC);544;721;74;155;-;-;1494
4211405;Nova Erechim (SC);501;2393;1793;1101;6;111;5905
4211454;Nova Itaberaba (SC);160;1854;1087;533;25;107;3766
4211504;Nova Trento (SC);88;1623;266;350;-;-;2327
4211603;Nova Veneza (SC);8071;6930;2772;3483;18;6;21280
4211652;Novo Horizonte (SC);577;2556;1822;1154;X;X;6109
4211702;Orleans (SC);660;6253;1428;1608;231;228;10408
4211751;Otacílio Costa (SC);5080;6418;3643;4411;X;402;19954
4211801;Ouro (SC);369;3645;2964;1029;7;335;8349
4211850;Ouro Verde (SC);1918;7442;3923;6510;X;X;19793
4211876;Paial (SC);110;678;573;188;-;8;1557
4211892;Painel (SC);4777;1663;483;2152;-;71;9146
4211900;Palhoça (SC);988;835;292;328;-;X;2443
4212007;Palma Sola (SC);4111;7869;3089;4167;150;506;19892
4212056;Palmeira (SC);827;2048;928;719;X;234;4756
4212106;Palmitos (SC);1218;10322;7141;4550;2;558;23791
4212205;Papanduva (SC);4426;18634;5982;11210;132;366;40750
4212239;Paraíso (SC);536;4724;2472;1689;X;384;9805
4212254;Passo de Torres (SC);491;578;222;444;-;X;1735
4212270;Passos Maia (SC);1293;5914;2984;2819;X;626;13636
4212304;Paulo Lopes (SC);909;685;215;385;X;X;2194
4212403;Pedras Grandes (SC);160;1702;596;839;80;94;3471
4212502;Penha (SC);X;97;98;42;-;X;237
4212601;Peritiba (SC);176;2043;1300;317;5;268;4109
4212650;Pescaria Brava (SC);53;254;15;29;-;-;351
4212700;Petrolândia (SC);1972;10869;3455;5295;11;263;21865
4212809;Balneário Piçarras (SC);298;1916;180;929;-;X;3323
4212908;Pinhalzinho (SC);796;4641;3647;1706;6;304;11100
4213005;Pinheiro Preto (SC);296;2370;1535;1948;99;57;6305
4213104;Piratuba (SC);200;1952;1071;483;X;195;3901
4213153;Planalto Alegre (SC);152;1221;836;420;1;71;2701
4213203;Pomerode (SC);115;470;333;82;28;X;1028
4213302;Ponte Alta (SC);2346;3952;1595;1731;-;636;10260
4213351;Ponte Alta do Norte (SC);1245;427;379;411;872;51;3385
4213401;Ponte Serrada (SC);X;5127;3194;2114;X;286;10721
4213500;Porto Belo (SC);110;416;98;79;X;X;703
4213609;Porto União (SC);1356;7155;3220;2957;66;157;14911
4213708;Pouso Redondo (SC);9718;6336;2132;1987;13;210;20396
4213807;Praia Grande (SC);2443;3167;1232;2344;X;-;9186
4213906;Presidente Castello Branco (SC);166;975;882;262;5;103;2393
4214003;Presidente Getúlio (SC);300;5797;2050;1628;35;363;10173
4214102;Presidente Nereu (SC);202;2689;491;683;X;65;4130
4214151;Princesa (SC);614;3523;1732;780;X;383;7032
4214201;Quilombo (SC);2228;7796;5784;4289;35;649;20781
4214300;Rancho Queimado (SC);225;2391;1905;1224;X;144;5889
4214409;Rio das Antas (SC);1354;5326;3965;3805;52;298;14800
4214508;Rio do Campo (SC);1805;7252;2254;2703;21;80;14115
4214607;Rio do Oeste (SC);1456;7184;2329;1930;22;401;13322
4214706;Rio dos Cedros (SC);872;1392;503;715;192;5;3679
4214805;Rio do Sul (SC);174;1672;866;498;X;X;3210
4214904;Rio Fortuna (SC);41;3308;1016;541;X;X;4906
4215000;Rio Negrinho (SC);3861;6900;4150;4231;70;98;19310
4215059;Rio Rufino (SC);301;1870;1162;1161;X;154;4648
4215075;Riqueza (SC);420;3737;1875;1101;39;104;7276
4215109;Rodeio (SC);822;782;471;317;X;X;2392
4215208;Romelândia (SC);368;4607;1886;1212;X;845;8918
4215307;Salete (SC);237;2634;1117;609;7;124;4728
4215356;Saltinho (SC);132;3442;1437;836;-;469;6316
4215406;Salto Veloso (SC);209;1432;1130;480;-;91;3342
4215455;Sangão (SC);757;741;113;372;X;16;1999
4215505;Santa Cecília (SC);3295;3135;1699;3302;1552;149;13132
4215554;Santa Helena (SC);244;1872;1670;724;X;132;4642
4215604;Santa Rosa de Lima (SC);60;833;316;93;48;53;1403
4215653;Santa Rosa do Sul (SC);2117;3048;610;1227;15;33;7050
4215679;Santa Terezinha (SC);1849;15740;3272;6068;55;167;27151
4215687;Santa Terezinha do Progresso (SC);187;1612;843;531;-;37;3210
4215695;Santiago do Sul (SC);306;1026;1059;585;-;71;3047
4215703;Santo Amaro da Imperatriz (SC);421;1243;720;764;-;X;3148
4215752;São Bernardino (SC);366;3072;1774;909;X;88;6209
4215802;São Bento do Sul (SC);826;1925;983;735;0;35;4504
4215901;São Bonifácio (SC);67;1018;534;278;20;120;2037
4216008;São Carlos (SC);1274;5253;3970;1569;-;451;12517
4216057;São Cristóvão do Sul (SC);732;388;285;301;102;36;1844
4216107;São Domingos (SC);1912;13633;9900;13290;X;365;39100
4216206;São Francisco do Sul (SC);267;280;76;49;X;X;672
4216255;São João do Oeste (SC);1178;6646;3643;1463;17;451;13398
4216305;São João Batista (SC);450;408;87;71;-;-;1016
4216354;São João do Itaperiú (SC);1574;4067;483;1485;X;X;7609
4216404;São João do Sul (SC);3604;5452;1828;2806;-;6;13696
4216503;São Joaquim (SC);5072;12361;2383;51306;62;625;71809
4216602;São José (SC);90;195;55;6;-;-;346
4216701;São José do Cedro (SC);991;9851;5260;2786;47;958;19893
4216800;São José do Cerrito (SC);4283;7960;3727;4821;26;1016;21833
4216909;São Lourenço do Oeste (SC);1321;7417;4326;2702;X;430;16196
4217006;São Ludgero (SC);119;705;416;329;4;X;1573
4217105;São Martinho (SC);39;767;328;279;6;150;1569
4217154;São Miguel da Boa Vista (SC);241;2600;1114;512;X;193;4660
4217204;São Miguel do Oeste (SC);946;4446;3285;1411;36;225;10349
4217253;São Pedro de Alcântara (SC);109;629;416;114;13;X;1281
4217303;Saudades (SC);1054;6941;4862;2417;31;502;15807
4217402;Schroeder (SC);201;770;90;342;X;X;1403
4217501;Seara (SC);727;3991;3193;1098;69;617;9695
4217550;Serra Alta (SC);300;2341;1615;914;X;131;5301
4217600;Siderópolis (SC);367;982;501;222;54;41;2167
4217709;Sombrio (SC);1982;4599;1376;2051;20;11;10039
4217758;Sul Brasil (SC);166;2638;1600;616;X;238;5258
4217808;Taió (SC);2107;6762;2729;2464;3;453;14518
4217907;Tangará (SC);1272;7689;5399;5800;X;216;20376
4217956;Tigrinhos (SC);221;2277;1232;1030;-;103;4863
4218004;Tijucas (SC);443;1404;656;860;X;X;3363
4218103;Timbé do Sul (SC);1561;2575;1269;1231;X;X;6636
4218202;Timbó (SC);443;775;399;270;10;4;1901
4218251;Timbó Grande (SC);171;499;174;100;1417;65;2426
4218301;Três Barras (SC);2022;5472;2541;6763;714;40;17552
4218350;Treviso (SC);25;162;112;49;-;-;348
4218400;Treze de Maio (SC);1980;10759;1804;1637;X;37;16217
4218509;Treze Tílias (SC);616;4989;3018;1351;X;X;9974
4218608;Trombudo Central (SC);601;1476;660;484;X;15;3236
4218707;Tubarão (SC);5415;3420;2182;3812;X;X;14829
4218756;Tunápolis (SC);465;5143;3051;1016;-;196;9871
4218806;Turvo (SC);7962;9232;4284;6769;201;25;28473
4218855;União do Oeste (SC);452;2467;1805;1113;X;234;6071
4218905;Urubici (SC);2954;3647;1430;6215;130;422;14798
4218954;Urupema (SC);463;1444;254;3379;X;162;5702
4219002;Urussanga (SC);99;1514;471;518;42;10;2654
4219101;Vargeão (SC);925;4789;3137;3495;1;199;12546
4219150;Vargem (SC);1343;3523;1912;1881;X;X;8659
4219176;Vargem Bonita (SC);59;1636;1470;817;-;28;4010
4219200;Vidal Ramos (SC);2356;11055;2627;5816;32;126;22012
4219309;Videira (SC);1514;8496;6171;5465;117;318;22081
4219358;Vitor Meireles (SC);581;5950;1649;1594;X;476;10250
4219408;Witmarsum (SC);489;3489;1165;876;20;552;6591
4219507;Xanxerê (SC);2722;10715;6524;8107;X;110;28178
4219606;Xavantina (SC);1044;3772;3157;1013;10;307;9303
4219705;Xaxim (SC);1887;5921;3728;3212;22;583;15353
4219853;Zortéa (SC);3484;6244;2489;5536;X;510;18263
4220000;Balneário Rincão (SC);106;345;74;67;-;X;592
4300034;Aceguá (RS);13806;17457;8526;13898;X;3665;57352
4300059;Água Santa (RS);3937;13000;3926;12027;X;528;33418
4300109;Agudo (RS);5843;17118;2778;6983;2;33;32757
4300208;Ajuricaba (RS);4240;16881;9109;17432;6;318;47986
4300307;Alecrim (RS);613;4547;2441;1683;23;447;9754
4300406;Alegrete (RS);60899;68546;24416;51666;197;4105;209829
4300455;Alegria (RS);1047;6453;2874;4651;10;313;15348
4300471;Almirante Tamandaré do Sul (RS);5397;14290;7598;12045;X;444;39774
4300505;Alpestre (RS);459;6327;1975;2688;436;210;12095
4300554;Alto Alegre (RS);1055;3761;1829;3870;X;88;10603
4300570;Alto Feliz (RS);106;838;847;602;17;-;2410
4300604;Alvorada (RS);188;238;86;80;-;X;592
4300638;Amaral Ferrador (RS);3728;7597;2013;3334;46;357;17075
4300646;Ametista do Sul (RS);206;917;530;566;121;103;2443
4300661;André da Rocha (RS);5364;6491;2800;5673;X;X;20328
4300703;Anta Gorda (RS);825;7468;3186;1812;62;216;13569
4300802;Antônio Prado (RS);356;6238;2766;9360;695;128;19543
4300851;Arambaré (RS);17793;13219;7623;11267;X;X;49902
4300877;Araricá (RS);82;147;50;35;-;7;321
4300901;Aratiba (RS);307;4293;3113;1204;22;204;9143
4301008;Arroio do Meio (RS);1416;2905;2006;796;X;89;7212
4301057;Arroio do Sal (RS);88;126;146;X;-;X;360
4301073;Arroio do Padre (RS);323;3609;592;1155;X;X;5679
4301107;Arroio dos Ratos (RS);1810;2450;1186;2170;-;233;7849
4301206;Arroio do Tigre (RS);2374;15290;3871;8659;17;224;30435
4301305;Arroio Grande (RS);22396;49312;14062;52842;-;1853;140465
4301404;Arvorezinha (RS);796;7199;1587;1941;601;X;12124
4301503;Augusto Pestana (RS);3650;15087;5550;12344;0;298;36929
4301552;Áurea (RS);1154;5581;2934;3614;10;203;13496
4301602;Bagé (RS);28123;32139;14694;28866;X;3936;107758
4301636;Balneário Pinhal (RS);232;321;200;315;-;-;1068
4301651;Barão (RS);581;1400;1402;377;129;44;3933
4301701;Barão de Cotegipe (RS);X;6921;5786;4879;X;184;17770
4301750;Barão do Triunfo (RS);728;6804;1160;2138;X;74;10904
4301800;Barracão (RS);4565;12320;5529;11732;-;328;34474
4301859;Barra do Guarita (RS);383;1323;1057;479;X;60;3302
4301875;Barra do Quaraí (RS);6809;13039;3499;12148;-;262;35757
4301909;Barra do Ribeiro (RS);10713;18134;11880;8109;-;203;49039
4301925;Barra do Rio Azul (RS);215;2513;1389;753;X;78;4948
4301958;Barra Funda (RS);1022;3328;2411;2591;X;-;9352
4302006;Barros Cassal (RS);4332;12503;1826;5345;X;X;24006
4302055;Benjamin Constant do Sul (RS);267;1746;1122;752;-;112;3999
4302105;Bento Gonçalves (RS);3650;4550;1039;11851;1484;X;22574
4302154;Boa Vista das Missões (RS);2805;12945;6489;8561;-;X;30800
4302204;Boa Vista do Buricá (RS);1025;3826;3006;1579;28;162;9626
4302220;Boa Vista do Cadeado (RS);12189;28033;6850;25260;29;341;72702
4302238;Boa Vista do Incra (RS);8554;23397;4783;25019;-;72;61825
4302253;Boa Vista do Sul (RS);299;1167;795;412;22;32;2727
4302303;Bom Jesus (RS);9028;18269;10081;24172;386;991;62927
4302352;Bom Princípio (RS);310;1203;853;256;3;4;2629
4302378;Bom Progresso (RS);1200;2864;1869;2495;X;128;8556
4302402;Bom Retiro do Sul (RS);531;1605;829;328;X;331;3624
4302451;Boqueirão do Leão (RS);1855;9037;1109;2119;X;45;14165
4302501;Bossoroca (RS);11003;20462;9796;22777;7;241;64286
4302584;Bozano (RS);2508;9579;4337;11762;2;65;28253
4302600;Braga (RS);1989;8520;3208;7816;X;X;21533
4302659;Brochier (RS);83;440;361;128;33;1;1046
4302709;Butiá (RS);2441;5171;1272;3566;-;189;12639
4302808;Caçapava do Sul (RS);18430;18569;6030;15448;4;794;59275
4302907;Cacequi (RS);25411;22371;8131;24414;41;807;81175
4303004;Cachoeira do Sul (RS);48233;72382;27089;70788;476;1530;220498
4303103;Cachoeirinha (RS);-;24;26;12;-;-;62
4303202;Cacique Doble (RS);905;7297;3762;5732;X;188;17884
4303301;Caibaté (RS);2737;10210;5842;11282;8;871;30950
4303400;Caiçara (RS);802;6588;2842;2024;X;196;12452
4303509;Camaquã (RS);25937;46489;13942;26044;79;1758;114249
4303558;Camargo (RS);687;4246;2407;3659;X;42;11041
4303608;Cambará do Sul (RS);1578;3948;868;624;-;278;7296
4303673;Campestre da Serra (RS);4716;9656;3597;10076;X;X;28045
4303707;Campina das Missões (RS);1243;9014;4057;3478;4;594;18390
4303806;Campinas do Sul (RS);2309;11371;5512;9848;X;X;29040
4303905;Campo Bom (RS);87;100;482;21;-;2;692
4304002;Campo Novo (RS);3007;8835;5114;6673;X;X;23629
4304101;Campos Borges (RS);2896;6397;1666;5461;X;X;16420
4304200;Candelária (RS);10639;29543;7960;14846;34;382;63404
4304309;Cândido Godói (RS);1374;10765;5800;7679;34;512;26164
4304358;Candiota (RS);6244;7364;2972;13005;X;1546;31131
4304408;Canela (RS);119;407;228;496;17;X;1267
4304507;Canguçu (RS);16874;50097;12537;25244;232;1715;106699
4304606;Canoas (RS);464;343;591;364;-;X;1762
4304614;Canudos do Vale (RS);96;1269;424;304;X;9;2102
4304622;Capão Bonito do Sul (RS);12913;18897;6834;18651;12;405;57712
4304630;Capão da Canoa (RS);239;181;61;X;-;X;481
4304655;Capão do Cipó (RS);19666;26476;6891;36927;-;735;90695
4304663;Capão do Leão (RS);6815;12087;3980;6759;-;725;30366
4304671;Capivari do Sul (RS);7969;9669;3110;7830;-;129;28707
4304689;Capela de Santana (RS);2025;1818;733;900;X;X;5476
4304697;Capitão (RS);118;550;208;113;-;25;1014
4304705;Carazinho (RS);11429;28240;12285;32408;8;241;84611
4304713;Caraá (RS);368;1073;401;318;-;9;2169
4304804;Carlos Barbosa (RS);993;3125;1830;823;40;162;6973
4304853;Carlos Gomes (RS);715;2426;1382;1361;-;101;5985
4304903;Casca (RS);2243;10462;6434;7054;X;418;26611
4304952;Caseiros (RS);3872;8115;2660;6129;116;442;21334
4305009;Catuípe (RS);9774;25563;12492;25900;12;456;74197
4305108;Caxias do Sul (RS);5123;19844;11222;29862;1248;1076;68375
4305116;Centenário (RS);1637;6392;2658;3852;-;69;14608
4305124;Cerrito (RS);2872;4397;1865;3713;X;275;13122
4305132;Cerro Branco (RS);871;3392;541;1267;1;18;6090
4305157;Cerro Grande (RS);1353;2781;2247;1493;X;374;8248
4305173;Cerro Grande do Sul (RS);1549;6662;888;1984;109;70;11262
4305207;Cerro Largo (RS);1933;5707;3519;3289;7;156;14611
4305306;Chapada (RS);8468;31160;15414;33628;X;985;89655
4305355;Charqueadas (RS);2424;3055;814;1089;-;X;7382
4305371;Charrua (RS);1619;6199;3175;5309;X;269;16571
4305405;Chiapetta (RS);6603;19074;7030;18233;4;36;50980
4305439;Chuí (RS);1026;425;78;388;-;269;2186
4305447;Chuvisca (RS);1102;8289;701;2261;23;77;12453
4305454;Cidreira (RS);714;1597;396;1093;-;67;3867
4305504;Ciríaco (RS);3687;8505;3316;6870;-;241;22619
4305587;Colinas (RS);612;1010;698;351;12;67;2750
4305603;Colorado (RS);3993;13624;7294;14540;X;163;39614
4305702;Condor (RS);4186;21802;8337;17879;X;X;52204
4305801;Constantina (RS);2351;9392;7613;6009;4;236;25605
4305835;Coqueiro Baixo (RS);37;689;458;156;X;104;1444
4305850;Coqueiros do Sul (RS);4277;10078;4659;8950;-;136;28100
4305871;Coronel Barros (RS);2055;7105;3286;6417;X;X;18863
4305900;Coronel Bicaco (RS);4903;18886;11316;15461;-;89;50655
4305934;Coronel Pilar (RS);269;1343;601;1991;304;42;4550
4305959;Cotiporã (RS);339;2647;1384;4646;117;23;9156
4305975;Coxilha (RS);4853;15094;6042;19877;-;367;46233
4306007;Crissiumal (RS);3314;14029;8278;6409;9;1322;33361
4306056;Cristal (RS);4855;11532;3826;7525;-;459;28197
4306072;Cristal do Sul (RS);1399;4813;3990;6844;108;145;17299
4306106;Cruz Alta (RS);36420;62438;17497;70522;2;337;187216
4306130;Cruzaltense (RS);1512;5523;4034;5200;-;424;16693
4306205;Cruzeiro do Sul (RS);2595;5090;2689;1728;5;60;12167
4306304;David Canabarro (RS);1311;7085;3672;4326;X;225;16619
4306320;Derrubadas (RS);1402;7388;5279;4666;X;X;18735
4306353;Dezesseis de Novembro (RS);1460;2332;1061;1263;-;141;6257
4306379;Dilermando de Aguiar (RS);5804;10130;2389;13593;3;803;32722
4306403;Dois Irmãos (RS);97;843;870;113;2;1;1926
4306429;Dois Irmãos das Missões (RS);3139;14803;5306;12072;-;148;35468
4306452;Dois Lajeados (RS);549;2815;1714;2128;X;X;7206
4306502;Dom Feliciano (RS);2794;18807;2437;4983;128;510;29659
4306551;Dom Pedro de Alcântara (RS);306;1248;106;251;-;-;1911
4306601;Dom Pedrito (RS);41426;49956;24841;68303;2;5814;190342
4306700;Dona Francisca (RS);694;2762;824;1279;X;X;5559
4306734;Doutor Maurício Cardoso (RS);5174;13424;11463;8704;X;397;39162
4306759;Doutor Ricardo (RS);115;1415;708;410;X;25;2673
4306767;Eldorado do Sul (RS);6464;9099;3531;5338;3;101;24536
4306809;Encantado (RS);348;554;454;212;X;X;1568
4306908;Encruzilhada do Sul (RS);16670;19381;8661;17006;1175;1059;63952
4306924;Engenho Velho (RS);1203;2256;1866;2152;X;80;7557
4306932;Entre-Ijuís (RS);6195;19967;8038;20442;7;76;54725
4306957;Entre Rios do Sul (RS);1375;2594;1853;2097;X;105;8024
4306973;Erebango (RS);3732;6925;2897;7407;29;42;21032
4307005;Erechim (RS);4033;12464;7977;10104;17;433;35028
4307054;Ernestina (RS);2379;8020;3874;14130;X;422;28825
4307104;Herval (RS);4419;6643;3995;5940;-;331;21328
4307203;Erval Grande (RS);832;3483;2018;1480;28;164;8005
4307302;Erval Seco (RS);3383;9017;5717;5420;7;103;23647
4307401;Esmeralda (RS);11478;25246;6661;19759;-;351;63495
4307450;Esperança do Sul (RS);1868;3964;3344;2655;X;315;12146
4307500;Espumoso (RS);12959;30304;6211;29715;X;446;79635
4307559;Estação (RS);1707;3788;2369;3656;X;55;11575
4307609;Estância Velha (RS);X;154;154;29;-;-;337
4307708;Esteio (RS);X;X;X;X;-;-;NA
4307807;Estrela (RS);2186;5263;4025;1510;8;117;13109
4307815;Estrela Velha (RS);2613;6626;2283;6754;4;148;18428
4307831;Eugênio de Castro (RS);7861;43136;6359;15500;1;572;73429
4307864;Fagundes Varela (RS);592;3038;1966;1947;47;172;7762
4307906;Farroupilha (RS);1065;5808;3724;12040;410;29;23076
4308003;Faxinal do Soturno (RS);1246;3110;1048;2156;X;17;7577
4308052;Faxinalzinho (RS);989;3042;2006;2792;14;488;9331
4308078;Fazenda Vilanova (RS);452;1561;976;529;X;22;3540
4308102;Feliz (RS);230;1658;1673;1080;X;-;4641
4308201;Flores da Cunha (RS);1914;6296;2347;10852;342;4;21755
4308250;Floriano Peixoto (RS);1539;3605;2600;4603;X;113;12460
4308300;Fontoura Xavier (RS);1669;6035;1648;2950;89;174;12565
4308409;Formigueiro (RS);7073;10696;3847;7593;X;66;29275
4308433;Forquetinha (RS);259;1350;591;194;5;X;2399
4308458;Fortaleza dos Valos (RS);9394;21318;7910;24364;X;X;62986
4308508;Frederico Westphalen (RS);1379;6849;5592;3862;56;438;18176
4308607;Garibaldi (RS);2816;2568;1318;5447;360;29;12538
4308656;Garruchos (RS);7647;9263;4984;7228;2;711;29835
4308706;Gaurama (RS);1167;5518;3918;4603;X;15;15221
4308805;General Câmara (RS);3939;7432;3041;3523;-;145;18080
4308854;Gentil (RS);2087;4926;1640;5347;-;68;14068
4308904;Getúlio Vargas (RS);4512;11790;6416;12584;X;135;35437
4309001;Giruá (RS);7470;28336;15721;32968;X;192;84687
4309050;Glorinha (RS);1858;3234;1253;838;88;55;7326
4309100;Gramado (RS);202;1210;748;575;26;11;2772
4309126;Gramado dos Loureiros (RS);1832;3272;2488;2785;-;123;10500
4309159;Gramado Xavier (RS);1713;5114;800;2452;X;X;10079
4309209;Gravataí (RS);560;1901;934;401;X;X;3796
4309258;Guabiju (RS);1694;5201;2868;3040;-;104;12907
4309308;Guaíba (RS);3429;3544;899;1326;X;X;9198
4309407;Guaporé (RS);1562;6072;4801;3785;152;224;16596
4309506;Guarani das Missões (RS);1752;9010;4509;6377;X;X;21648
4309555;Harmonia (RS);240;1301;277;329;65;X;2212
4309571;Herveiras (RS);256;3723;394;1170;-;X;5543
4309605;Horizontina (RS);2611;9610;7639;6028;75;449;26412
4309654;Hulha Negra (RS);5459;7587;4067;7367;5;548;25033
4309704;Humaitá (RS);2252;7368;4403;5395;9;170;19597
4309753;Ibarama (RS);642;5558;784;2006;X;11;9001
4309803;Ibiaçá (RS);4292;14250;4254;12633;20;368;35817
4309902;Ibiraiaras (RS);5184;15155;6852;12794;32;719;40736
4309951;Ibirapuitã (RS);4052;8230;1777;9278;-;178;23515
4310009;Ibirubá (RS);9627;29494;9599;32183;X;X;80903
4310108;Igrejinha (RS);81;385;223;146;X;2;837
4310207;Ijuí (RS);12644;27818;12243;23967;57;570;77299
4310306;Ilópolis (RS);412;3228;691;488;188;X;5007
4310330;Imbé (RS);30;X;X;-;-;X;30
4310363;Imigrante (RS);528;916;490;283;15;65;2297
4310405;Independência (RS);2384;15638;7184;15578;10;269;41063
4310413;Inhacorá (RS);984;6409;2518;5359;-;19;15289
4310439;Ipê (RS);5309;15131;5586;13044;158;695;39923
4310462;Ipiranga do Sul (RS);3256;7648;2378;7861;1;104;21248
4310504;Iraí (RS);924;4299;2937;2249;X;75;10484
4310538;Itaara (RS);1314;2355;512;2335;19;12;6547
4310553;Itacurubi (RS);6232;6399;1693;2733;X;253;17310
4310579;Itapuca (RS);1147;3809;1379;1828;47;43;8253
4310603;Itaqui (RS);32475;57004;17720;45504;414;2955;156072
4310652;Itati (RS);134;731;350;354;X;X;1569
4310702;Itatiba do Sul (RS);108;2562;1455;675;21;64;4885
4310751;Ivorá (RS);441;1730;563;1755;X;60;4549
4310801;Ivoti (RS);100;556;420;113;-;X;1189
4310850;Jaboticaba (RS);2201;5060;3951;2675;X;274;14161
4310876;Jacuizinho (RS);5327;13607;2715;14610;X;X;36259
4310900;Jacutinga (RS);3201;7377;3662;7323;X;132;21695
4311007;Jaguarão (RS);19190;31050;13354;34707;-;1345;99646
4311106;Jaguari (RS);5694;12377;3858;7262;32;539;29762
4311122;Jaquirana (RS);1753;2341;1481;931;X;31;6537
4311130;Jari (RS);9366;17705;3805;23764;1;239;54880
4311155;Jóia (RS);15911;38014;8307;47778;1;653;110664
4311205;Júlio de Castilhos (RS);37807;49957;13986;67026;44;676;169496
4311239;Lagoa Bonita do Sul (RS);792;3353;486;1549;5;33;6218
4311254;Lagoão (RS);2431;6670;1165;3316;6;92;13680
4311270;Lagoa dos Três Cantos (RS);2178;6286;3653;6808;-;65;18990
4311304;Lagoa Vermelha (RS);23622;36573;9349;37047;7;1056;107654
4311403;Lajeado (RS);881;1269;895;437;16;26;3524
4311429;Lajeado do Bugre (RS);800;3595;2473;1773;-;27;8668
4311502;Lavras do Sul (RS);17312;9819;6137;12538;4;1191;47001
4311601;Liberato Salzano (RS);1308;6970;4925;3279;112;179;16773
4311627;Lindolfo Collor (RS);51;221;229;71;-;-;572
4311643;Linha Nova (RS);75;844;698;243;38;4;1902
4311700;Machadinho (RS);1728;5605;3639;4717;6;25;15720
4311718;Maçambará (RS);14537;33470;9051;25678;X;3137;85873
4311734;Mampituba (RS);1280;2612;348;933;X;-;5173
4311759;Manoel Viana (RS);17995;19016;10347;16731;X;1661;65750
4311775;Maquiné (RS);703;2375;1699;545;X;X;5322
4311791;Maratá (RS);146;598;321;244;X;X;1309
4311809;Marau (RS);4962;22758;8381;21500;X;620;58221
4311908;Marcelino Ramos (RS);339;3128;2474;1915;19;5;7880
4311981;Mariana Pimentel (RS);1518;3082;463;879;X;79;6021
4312005;Mariano Moro (RS);113;1264;750;381;X;69;2577
4312054;Marques de Souza (RS);288;1535;996;370;X;72;3261
4312104;Mata (RS);2872;5651;1634;4971;-;37;15165
4312138;Mato Castelhano (RS);5874;9984;2326;8408;X;X;26592
4312153;Mato Leitão (RS);572;1715;856;501;22;87;3753
4312179;Mato Queimado (RS);959;4832;2511;3906;X;389;12597
4312203;Maximiliano de Almeida (RS);1709;4916;2859;3117;X;187;12788
4312252;Minas do Leão (RS);4794;8383;2134;8360;X;173;23844
4312302;Miraguaí (RS);1911;4231;2693;2778;X;171;11784
4312351;Montauri (RS);429;3036;2435;1948;X;6;7854
4312377;Monte Alegre dos Campos (RS);2450;6598;1710;12632;171;52;23613
4312385;Monte Belo do Sul (RS);1279;1837;120;8364;1122;9;12731
4312401;Montenegro (RS);1015;3786;868;2519;49;100;8337
4312427;Mormaço (RS);2738;5585;1556;6124;X;55;16058
4312443;Morrinhos do Sul (RS);994;2785;340;712;X;X;4831
4312450;Morro Redondo (RS);674;2170;855;1211;63;46;5019
4312476;Morro Reuter (RS);157;249;231;52;X;X;689
4312500;Mostardas (RS);17220;26757;8657;21095;X;382;74111
4312609;Muçum (RS);362;933;504;328;X;X;2127
4312617;Muitos Capões (RS);15036;49902;8220;23881;867;235;98141
4312625;Muliterno (RS);1026;3952;1962;3148;-;190;10278
4312658;Não-Me-Toque (RS);5901;17669;9682;20256;X;X;53508
4312674;Nicolau Vergueiro (RS);1858;5212;1760;6499;-;29;15358
4312708;Nonoai (RS);3272;8711;5048;6556;X;127;23714
4312757;Nova Alvorada (RS);816;3523;1697;2863;X;107;9006
4312807;Nova Araçá (RS);525;2334;1963;1051;1;223;6097
4312906;Nova Bassano (RS);X;8336;6161;3895;X;505;18897
4312955;Nova Boa Vista (RS);1763;4286;2686;3345;11;234;12325
