Código (Município);Município;Produção de lavouras temporárias;Produção de lavouras permanentes;Soma
3523008;Itapura (SP);44105;X;44105
3523107;Itaquaquecetuba (SP);X;X;NA
3523206;Itararé (SP);109789;518;110307
3523305;Itariri (SP);435;22448;22883
3523404;Itatiba (SP);4697;6236;10933
3523503;Itatinga (SP);5546;39903;45449
3523602;Itirapina (SP);35916;X;35916
3523701;Itirapuã (SP);6349;23001;29350
3523800;Itobi (SP);14554;2867;17421
3523909;Itu (SP);9327;652;9979
3524006;Itupeva (SP);X;9066;9066
3524105;Ituverava (SP);243733;X;243733
3524204;Jaborandi (SP);87050;64;87114
3524303;Jaboticabal (SP);237823;1453;239276
3524402;Jacareí (SP);1057;971;2028
3524501;Jaci (SP);30143;1275;31418
3524600;Jacupiranga (SP);787;46002;46789
3524709;Jaguariúna (SP);18243;3380;21623
3524808;Jales (SP);12767;26789;39556
3524907;Jambeiro (SP);76;-;76
3525102;Jardinópolis (SP);88561;8764;97325
3525201;Jarinu (SP);2379;7229;9608
3525300;Jaú (SP);206054;X;206054
3525409;Jeriquara (SP);6001;27431;33432
3525508;Joanópolis (SP);669;172;841
3525607;João Ramalho (SP);43204;X;43204
3525706;José Bonifácio (SP);147259;9862;157121
3525805;Júlio Mesquita (SP);X;8369;8369
3525854;Jumirim (SP);2607;X;2607
3525904;Jundiaí (SP);1193;24300;25493
3526001;Junqueirópolis (SP);115619;7180;122799
3526100;Juquiá (SP);1111;28449;29560
3526209;Juquitiba (SP);X;338;338
3526308;Lagoinha (SP);2426;X;2426
3526407;Laranjal Paulista (SP);22919;50;22969
3526506;Lavínia (SP);57984;670;58654
3526605;Lavrinhas (SP);X;X;NA
3526704;Leme (SP);66867;17071;83938
3526803;Lençóis Paulista (SP);198651;10420;209071
3526902;Limeira (SP);64116;30661;94777
3527009;Lindóia (SP);225;1269;1494
3527108;Lins (SP);28380;793;29173
3527207;Lorena (SP);549;-;549
3527256;Lourdes (SP);30556;X;30556
3527306;Louveira (SP);648;13351;13999
3527405;Lucélia (SP);31756;2282;34038
3527504;Lucianópolis (SP);2454;47432;49886
3527603;Luís Antônio (SP);35827;X;35827
3527702;Luiziânia (SP);24575;X;24575
3527801;Lupércio (SP);10336;4552;14888
3527900;Lutécia (SP);64369;X;64369
3528007;Macatuba (SP);75449;83;75532
3528106;Macaubal (SP);28977;3872;32849
3528205;Macedônia (SP);10983;4532;15515
3528304;Magda (SP);80029;1575;81604
3528403;Mairinque (SP);1051;X;1051
3528502;Mairiporã (SP);X;34;34
3528601;Manduri (SP);18655;10508;29163
3528700;Marabá Paulista (SP);25333;154;25487
3528809;Maracaí (SP);169010;X;169010
3528858;Marapoama (SP);27000;12585;39585
3528908;Mariápolis (SP);2059;2097;4156
3529005;Marília (SP);81919;29670;111589
3529104;Marinópolis (SP);160;6201;6361
3529203;Martinópolis (SP);62763;600;63363
3529302;Matão (SP);95508;89351;184859
3529401;Mauá (SP);206;-;206
3529500;Mendonça (SP);12182;2150;14332
3529609;Meridiano (SP);13218;3064;16282
3529658;Mesópolis (SP);30315;X;30315
3529708;Miguelópolis (SP);259159;X;259159
3529807;Mineiros do Tietê (SP);56825;1744;58569
3529906;Miracatu (SP);744;42438;43182
3530003;Mira Estrela (SP);768;1598;2366
3530102;Mirandópolis (SP);88933;8901;97834
3530201;Mirante do Paranapanema (SP);92096;1251;93347
3530300;Mirassol (SP);20809;13711;34520
3530409;Mirassolândia (SP);17974;6121;24095
3530508;Mococa (SP);24978;31865;56843
3530607;Mogi das Cruzes (SP);4301;8669;12970
3530706;Mogi Guaçu (SP);49445;168181;217626
3530805;Mogi Mirim (SP);35517;71984;107501
3530904;Mombuca (SP);27880;X;27880
3531001;Monções (SP);25794;862;26656
3531100;Mongaguá (SP);106;145;251
3531209;Monte Alegre do Sul (SP);317;4186;4503
3531308;Monte Alto (SP);74325;41469;115794
3531407;Monte Aprazível (SP);98838;9640;108478
3531506;Monte Azul Paulista (SP);89147;58487;147634
3531605;Monte Castelo (SP);16322;12951;29273
3531704;Monteiro Lobato (SP);397;226;623
3531803;Monte Mor (SP);19081;X;19081
3531902;Morro Agudo (SP);299303;-;299303
3532009;Morungaba (SP);1378;905;2283
3532058;Motuca (SP);3377;230;3607
3532108;Murutinga do Sul (SP);27706;1336;29042
3532157;Nantes (SP);21556;X;21556
3532207;Narandiba (SP);13178;X;13178
3532306;Natividade da Serra (SP);1969;1682;3651
3532405;Nazaré Paulista (SP);178;122;300
3532504;Neves Paulista (SP);49497;11630;61127
3532603;Nhandeara (SP);62605;4948;67553
3532702;Nipoã (SP);25918;X;25918
3532801;Nova Aliança (SP);26914;28167;55081
3532827;Nova Campina (SP);2876;X;2876
3532843;Nova Canaã Paulista (SP);628;5890;6518
3532868;Nova Castilho (SP);11471;3127;14598
3532900;Nova Europa (SP);64136;X;64136
3533007;Nova Granada (SP);19994;19862;39856
3533106;Nova Guataporanga (SP);3219;955;4174
3533205;Nova Independência (SP);21508;X;21508
3533254;Novais (SP);34830;1531;36361
3533304;Nova Luzitânia (SP);X;0;NA
3533403;Nova Odessa (SP);1049;-;1049
3533502;Novo Horizonte (SP);246535;55748;302283
3533601;Nuporanga (SP);83044;10062;93106
3533700;Ocauçu (SP);37895;18887;56782
3533809;Óleo (SP);24780;X;24780
3533908;Olímpia (SP);228124;49197;277321
3534005;Onda Verde (SP);11988;10588;22576
3534104;Oriente (SP);19904;X;19904
3534203;Orindiúva (SP);30224;X;30224
3534302;Orlândia (SP);71189;X;71189
3534401;Osasco (SP);0;0;0
3534500;Oscar Bressane (SP);9880;589;10469
3534609;Osvaldo Cruz (SP);8169;9417;17586
3534708;Ourinhos (SP);19260;X;19260
3534757;Ouroeste (SP);17698;7200;24898
3534807;Ouro Verde (SP);61904;2004;63908
3534906;Pacaembu (SP);50489;3134;53623
3535002;Palestina (SP);124611;12384;136995
3535101;Palmares Paulista (SP);34037;X;34037
3535200;Palmeira d'Oeste (SP);696;21262;21958
3535309;Palmital (SP);157988;3348;161336
3535408;Panorama (SP);42090;2641;44731
3535507;Paraguaçu Paulista (SP);304760;3492;308252
3535606;Paraibuna (SP);591;772;1363
3535705;Paraíso (SP);51937;6656;58593
3535804;Paranapanema (SP);186989;47017;234006
3535903;Paranapuã (SP);23423;14523;37946
3536000;Parapuã (SP);48422;6576;54998
3536109;Pardinho (SP);8491;3317;11808
3536208;Pariquera-Açu (SP);507;16849;17356
3536257;Parisi (SP);18729;3886;22615
3536307;Patrocínio Paulista (SP);80747;31516;112263
3536406;Paulicéia (SP);59544;1479;61023
3536505;Paulínia (SP);7433;737;8170
3536570;Paulistânia (SP);1391;5922;7313
3536604;Paulo de Faria (SP);56447;X;56447
3536703;Pederneiras (SP);157748;6389;164137
3536802;Pedra Bela (SP);2822;684;3506
3536901;Pedranópolis (SP);X;9328;9328
3537008;Pedregulho (SP);8087;80295;88382
3537107;Pedreira (SP);0;X;NA
3537156;Pedrinhas Paulista (SP);41859;-;41859
3537206;Pedro de Toledo (SP);321;11121;11442
3537305;Penápolis (SP);117465;500;117965
3537404;Pereira Barreto (SP);86535;1072;87607
3537503;Pereiras (SP);X;X;NA
3537602;Peruíbe (SP);107;3354;3461
3537701;Piacatu (SP);16066;728;16794
3537800;Piedade (SP);5795;1915;7710
3537909;Pilar do Sul (SP);24200;25886;50086
3538006;Pindamonhangaba (SP);7512;635;8147
3538105;Pindorama (SP);47314;8316;55630
3538204;Pinhalzinho (SP);618;976;1594
3538303;Piquerobi (SP);1015;537;1552
3538501;Piquete (SP);263;X;263
3538600;Piracaia (SP);805;721;1526
3538709;Piracicaba (SP);208270;33159;241429
3538808;Piraju (SP);51808;34183;85991
3538907;Pirajuí (SP);X;46548;46548
3539004;Pirangi (SP);66813;39383;106196
3539103;Pirapora do Bom Jesus (SP);X;0;NA
3539202;Pirapozinho (SP);5265;149;5414
3539301;Pirassununga (SP);154965;36343;191308
3539400;Piratininga (SP);6516;35130;41646
3539509;Pitangueiras (SP);195201;847;196048
3539608;Planalto (SP);94416;2006;96422
3539707;Platina (SP);91444;X;91444
3539806;Poá (SP);0;0;0
3539905;Poloni (SP);21640;5191;26831
3540002;Pompéia (SP);106550;2029;108579
3540101;Pongaí (SP);14153;2287;16440
3540200;Pontal (SP);37784;-;37784
3540259;Pontalinda (SP);6941;8115;15056
3540309;Pontes Gestal (SP);91788;X;91788
3540408;Populina (SP);3460;7106;10566
3540507;Porangaba (SP);2098;X;2098
3540606;Porto Feliz (SP);90054;8431;98485
3540705;Porto Ferreira (SP);59790;5089;64879
3540754;Potim (SP);1721;-;1721
3540804;Potirendaba (SP);68687;7313;76000
3540853;Pracinha (SP);1246;196;1442
3540903;Pradópolis (SP);3527;696;4223
3541059;Pratânia (SP);18681;6678;25359
3541109;Presidente Alves (SP);X;4735;4735
3541208;Presidente Bernardes (SP);34349;654;35003
3541307;Presidente Epitácio (SP);31588;223;31811
3541406;Presidente Prudente (SP);13495;1289;14784
3541505;Presidente Venceslau (SP);12668;1672;14340
3541604;Promissão (SP);54134;452;54586
3541653;Quadra (SP);11595;X;11595
3541703;Quatá (SP);104737;X;104737
3541802;Queiroz (SP);53474;X;53474
3541901;Queluz (SP);256;-;256
3542008;Quintana (SP);27107;X;27107
3542107;Rafard (SP);28837;X;28837
3542206;Rancharia (SP);113125;163;113288
3542305;Redenção da Serra (SP);1018;437;1455
3542404;Regente Feijó (SP);4590;761;5351
3542503;Reginópolis (SP);X;30810;30810
3542602;Registro (SP);1476;42082;43558
3542701;Restinga (SP);46456;10465;56921
3542800;Ribeira (SP);1520;375;1895
3542909;Ribeirão Bonito (SP);64960;59226;124186
3543006;Ribeirão Branco (SP);7613;3056;10669
3543105;Ribeirão Corrente (SP);X;45344;45344
3543204;Ribeirão do Sul (SP);82492;2695;85187
3543238;Ribeirão dos Índios (SP);X;0;NA
3543253;Ribeirão Grande (SP);9935;X;9935
3543303;Ribeirão Pires (SP);X;0;NA
3543402;Ribeirão Preto (SP);78570;1717;80287
3543501;Riversul (SP);13066;56;13122
3543600;Rifaina (SP);X;X;NA
3543709;Rincão (SP);9814;X;9814
3543808;Rinópolis (SP);40684;5925;46609
3543907;Rio Claro (SP);28507;28265;56772
3544004;Rio das Pedras (SP);48591;-;48591
3544103;Rio Grande da Serra (SP);0;0;0
3544202;Riolândia (SP);59390;1340;60730
3544251;Rosana (SP);21027;263;21290
3544301;Roseira (SP);3625;X;3625
3544400;Rubiácea (SP);63640;X;63640
3544509;Rubinéia (SP);286;1613;1899
3544608;Sabino (SP);11912;X;11912
3544707;Sagres (SP);X;682;682
3544806;Sales (SP);67541;4315;71856
3544905;Sales Oliveira (SP);30634;X;30634
3545001;Salesópolis (SP);392;X;392
3545100;Salmourão (SP);24500;1453;25953
3545159;Saltinho (SP);10227;X;10227
3545209;Salto (SP);8268;X;8268
3545308;Salto de Pirapora (SP);18918;4351;23269
3545407;Salto Grande (SP);47119;X;47119
3545506;Sandovalina (SP);6524;X;6524
3545605;Santa Adélia (SP);126477;14811;141288
3545704;Santa Albertina (SP);29341;2083;31424
3545803;Santa Bárbara d'Oeste (SP);49453;X;49453
3546009;Santa Branca (SP);219;1076;1295
3546108;Santa Clara d'Oeste (SP);750;3038;3788
3546207;Santa Cruz da Conceição (SP);18343;281;18624
3546256;Santa Cruz da Esperança (SP);14374;X;14374
3546306;Santa Cruz das Palmeiras (SP);93736;X;93736
3546405;Santa Cruz do Rio Pardo (SP);160299;130070;290369
3546504;Santa Ernestina (SP);31572;259;31831
3546603;Santa Fé do Sul (SP);812;9575;10387
3546702;Santa Gertrudes (SP);8908;X;8908
3546801;Santa Isabel (SP);111;822;933
3546900;Santa Lúcia (SP);8232;-;8232
3547007;Santa Maria da Serra (SP);33135;3338;36473
3547106;Santa Mercedes (SP);30281;1818;32099
3547205;Santana da Ponte Pensa (SP);1340;4045;5385
3547304;Santana de Parnaíba (SP);122;-;122
3547403;Santa Rita d'Oeste (SP);18722;5067;23789
3547502;Santa Rita do Passa Quatro (SP);72093;12401;84494
3547601;Santa Rosa de Viterbo (SP);22346;7076;29422
3547650;Santa Salete (SP);787;13357;14144
3547700;Santo Anastácio (SP);22606;X;22606
3547809;Santo André (SP);X;X;NA
3547908;Santo Antônio da Alegria (SP);3945;36869;40814
3548005;Santo Antônio de Posse (SP);18580;36504;55084
3548054;Santo Antônio do Aracanguá (SP);168583;3853;172436
3548104;Santo Antônio do Jardim (SP);514;27410;27924
3548203;Santo Antônio do Pinhal (SP);107;1082;1189
3548302;Santo Expedito (SP);X;0;NA
3548401;Santópolis do Aguapeí (SP);44947;X;44947
3548500;Santos (SP);0;X;NA
3548609;São Bento do Sapucaí (SP);1120;4873;5993
3548708;São Bernardo do Campo (SP);349;-;349
3548807;São Caetano do Sul (SP);0;0;0
3548906;São Carlos (SP);115656;32343;147999
3549003;São Francisco (SP);364;3852;4216
3549102;São João da Boa Vista (SP);50740;36869;87609
3549201;São João das Duas Pontes (SP);X;2692;2692
3549250;São João de Iracema (SP);5043;2507;7550
3549300;São João do Pau d'Alho (SP);14685;6842;21527
3549409;São Joaquim da Barra (SP);40555;X;40555
3549508;São José da Bela Vista (SP);37517;6676;44193
3549607;São José do Barreiro (SP);381;407;788
3549706;São José do Rio Pardo (SP);10634;14703;25337
3549805;São José do Rio Preto (SP);24353;5814;30167
3549904;São José dos Campos (SP);2094;942;3036
3549953;São Lourenço da Serra (SP);X;X;NA
3550001;São Luiz do Paraitinga (SP);905;X;905
3550100;São Manuel (SP);94933;26755;121688
3550209;São Miguel Arcanjo (SP);116262;70424;186686
3550308;São Paulo (SP);440;1400;1840
3550407;São Pedro (SP);41886;15115;57001
3550506;São Pedro do Turvo (SP);83637;100181;183818
3550605;São Roque (SP);916;790;1706
3550704;São Sebastião (SP);X;720;720
3550803;São Sebastião da Grama (SP);X;17364;17364
3550902;São Simão (SP);23713;5748;29461
3551009;São Vicente (SP);0;X;NA
3551108;Sarapuí (SP);7371;4226;11597
3551207;Sarutaiá (SP);9801;6553;16354
3551306;Sebastianópolis do Sul (SP);3873;1801;5674
3551405;Serra Azul (SP);22940;1169;24109
3551504;Serrana (SP);5096;-;5096
3551603;Serra Negra (SP);2376;20361;22737
3551702;Sertãozinho (SP);46595;-;46595
3551801;Sete Barras (SP);360;75721;76081
3551900;Severínia (SP);47964;20308;68272
3552007;Silveiras (SP);830;X;830
3552106;Socorro (SP);16169;23188;39357
3552205;Sorocaba (SP);21650;5550;27200
3552304;Sud Mennucci (SP);14034;5888;19922
3552403;Sumaré (SP);9133;1871;11004
3552502;Suzano (SP);580;157;737
3552551;Suzanápolis (SP);6655;6392;13047
3552601;Tabapuã (SP);102858;9393;112251
3552700;Tabatinga (SP);94505;9463;103968
3552809;Taboão da Serra (SP);X;0;NA
3552908;Taciba (SP);44231;156;44387
3553005;Taguaí (SP);6337;6037;12374
3553104;Taiaçu (SP);56120;7320;63440
3553203;Taiúva (SP);37546;6592;44138
3553302;Tambaú (SP);84546;54764;139310
3553401;Tanabi (SP);112650;130605;243255
3553500;Tapiraí (SP);453;X;453
3553609;Tapiratiba (SP);3513;16694;20207
3553658;Taquaral (SP);12796;10365;23161
3553708;Taquaritinga (SP);170492;71187;241679
3553807;Taquarituba (SP);128896;13398;142294
3553856;Taquarivaí (SP);61827;12696;74523
3553906;Tarabai (SP);1971;-;1971
3553955;Tarumã (SP);128375;X;128375
3554003;Tatuí (SP);61784;X;61784
3554102;Taubaté (SP);9300;1135;10435
3554201;Tejupá (SP);15480;15910;31390
3554300;Teodoro Sampaio (SP);117164;X;117164
3554409;Terra Roxa (SP);66613;X;66613
3554508;Tietê (SP);36828;1305;38133
3554607;Timburi (SP);5352;21065;26417
3554656;Torre de Pedra (SP);782;X;782
3554706;Torrinha (SP);25688;13349;39037
3554755;Trabiju (SP);3483;-;3483
3554805;Tremembé (SP);8682;1552;10234
3554904;Três Fronteiras (SP);1163;2569;3732
3554953;Tuiuti (SP);4219;619;4838
3555000;Tupã (SP);95293;6282;101575
3555109;Tupi Paulista (SP);46772;14441;61213
3555208;Turiúba (SP);X;X;NA
3555307;Turmalina (SP);23725;15980;39705
3555356;Ubarana (SP);39606;X;39606
3555406;Ubatuba (SP);864;2280;3144
3555505;Ubirajara (SP);4662;47865;52527
3555604;Uchoa (SP);60416;3020;63436
3555703;União Paulista (SP);8341;715;9056
3555802;Urânia (SP);16449;20153;36602
3555901;Uru (SP);13318;9243;22561
3556008;Urupês (SP);99001;77870;176871
3556107;Valentim Gentil (SP);30691;4240;34931
3556206;Valinhos (SP);859;12249;13108
3556305;Valparaíso (SP);144992;1541;146533
3556354;Vargem (SP);3536;173;3709
3556404;Vargem Grande do Sul (SP);43824;28006;71830
3556453;Vargem Grande Paulista (SP);0;0;0
3556503;Várzea Paulista (SP);X;X;NA
3556602;Vera Cruz (SP);X;21845;21845
3556701;Vinhedo (SP);319;3399;3718
3556800;Viradouro (SP);69419;X;69419
3556909;Vista Alegre do Alto (SP);33483;20787;54270
3556958;Vitória Brasil (SP);759;6993;7752
3557006;Votorantim (SP);3439;X;3439
3557105;Votuporanga (SP);45695;11102;56797
3557154;Zacarias (SP);66538;954;67492
3557204;Chavantes (SP);14766;X;14766
3557303;Estiva Gerbi (SP);7378;12537;19915
4100103;Abatiá (PR);37743;7076;44819
4100202;Adrianópolis (PR);4456;2548;7004
4100301;Agudos do Sul (PR);30500;228;30728
4100400;Almirante Tamandaré (PR);1456;121;1577
4100459;Altamira do Paraná (PR);8091;X;8091
4100509;Altônia (PR);20268;6169;26437
4100608;Alto Paraná (PR);30579;25923;56502
4100707;Alto Piquiri (PR);104687;282;104969
4100806;Alvorada do Sul (PR);85307;2385;87692
4100905;Amaporã (PR);44459;X;44459
4101002;Ampére (PR);41603;858;42461
4101051;Anahy (PR);23713;X;23713
4101101;Andirá (PR);63679;5959;69638
4101150;Ângulo (PR);23821;2622;26443
4101200;Antonina (PR);1531;14415;15946
4101309;Antônio Olinto (PR);68328;2122;70450
4101408;Apucarana (PR);108014;22071;130085
4101507;Arapongas (PR);89899;24332;114231
4101606;Arapoti (PR);149695;10099;159794
4101655;Arapuã (PR);50779;X;50779
4101705;Araruna (PR);103318;1219;104537
4101804;Araucária (PR);54220;5251;59471
4101853;Ariranha do Ivaí (PR);43926;235;44161
4101903;Assaí (PR);91219;5606;96825
4102000;Assis Chateaubriand (PR);214878;432;215310
4102109;Astorga (PR);127807;4273;132080
4102208;Atalaia (PR);32790;10242;43032
4102307;Balsa Nova (PR);31853;410;32263
4102406;Bandeirantes (PR);81345;2524;83869
4102505;Barbosa Ferraz (PR);62569;1684;64253
4102604;Barracão (PR);15830;X;15830
4102703;Barra do Jacaré (PR);65626;X;65626
4102752;Bela Vista da Caroba (PR);23717;-;23717
4102802;Bela Vista do Paraíso (PR);75644;717;76361
4102901;Bituruna (PR);16655;13782;30437
4103008;Boa Esperança (PR);103816;X;103816
4103024;Boa Esperança do Iguaçu (PR);20060;X;20060
4103040;Boa Ventura de São Roque (PR);88044;187;88231
4103057;Boa Vista da Aparecida (PR);18959;482;19441
4103107;Bocaiúva do Sul (PR);1276;807;2083
4103156;Bom Jesus do Sul (PR);14304;X;14304
4103206;Bom Sucesso (PR);66750;1363;68113
4103222;Bom Sucesso do Sul (PR);54581;X;54581
4103305;Borrazópolis (PR);77656;X;77656
4103354;Braganey (PR);74045;304;74349
4103370;Brasilândia do Sul (PR);91515;X;91515
4103404;Cafeara (PR);12505;X;12505
4103453;Cafelândia (PR);101332;X;101332
4103479;Cafezal do Sul (PR);41943;842;42785
4103503;Califórnia (PR);24828;1262;26090
4103602;Cambará (PR);130819;456;131275
4103701;Cambé (PR);202454;9265;211719
4103800;Cambira (PR);34941;7102;42043
4103909;Campina da Lagoa (PR);166252;X;166252
4103958;Campina do Simão (PR);49896;X;49896
4104006;Campina Grande do Sul (PR);4262;1460;5722
4104055;Campo Bonito (PR);77773;X;77773
4104105;Campo do Tenente (PR);35773;X;35773
4104204;Campo Largo (PR);31646;4556;36202
4104253;Campo Magro (PR);12656;310;12966
4104303;Campo Mourão (PR);197926;599;198525
4104402;Cândido de Abreu (PR);82600;368;82968
4104428;Candói (PR);168560;420;168980
4104451;Cantagalo (PR);57957;X;57957
4104501;Capanema (PR);75826;X;75826
4104600;Capitão Leônidas Marques (PR);99301;576;99877
4104659;Carambeí (PR);92808;-;92808
4104709;Carlópolis (PR);6930;41596;48526
4104808;Cascavel (PR);427291;2184;429475
4104907;Castro (PR);210839;333;211172
4105003;Catanduvas (PR);72896;158;73054
4105102;Centenário do Sul (PR);131526;1002;132528
4105201;Cerro Azul (PR);14746;20375;35121
4105300;Céu Azul (PR);87999;X;87999
4105409;Chopinzinho (PR);103365;977;104342
4105508;Cianorte (PR);122296;9697;131993
4105607;Cidade Gaúcha (PR);40875;5833;46708
4105706;Clevelândia (PR);128012;X;128012
4105805;Colombo (PR);568;1100;1668
4105904;Colorado (PR);10875;1184;12059
4106001;Congonhinhas (PR);41632;8692;50324
4106100;Conselheiro Mairinck (PR);14877;537;15414
4106209;Contenda (PR);68890;935;69825
