;area_estabelecimentos;area_lavouras;area_producao;despesas_terra;qtde_estabelecimentos;pessoal_ocupado;salarios;pessoal_homens;pessoal_mulheres;qtde_tratores;qtde_maquinas;despesas_maquinas;uso_adubos;uso_corretivos;uso_assistencia_tecnica;uso_agrotoxicos;uso_conservacao;uso_irrigacao;uso_energia;despesa_insumos;intensidade_agrotoxico;despesas_estabelecimentos;despesas_outras;despesas_lavouras;receitas_lavouras;receitas_estabelecimentos;CR_sicor;producao;pib_agro_municipios
1400704;18977;1594,8;8603;30;1340;7468;54;5128;2340;NA;NA;660;120;4;65;65;1216;7;368;363;0,08333333;1733;258;1211;6161;901;NA;12696;11134,33
1500107;78613,2;53808,4;80197;1880;9403;32227;9562;20885;11342;55;67;8601;1730;71;624;624;7711;162;6033;5461;0,00461894;33570;1818;20055;91504;9220;1195213,73;220781;168016,04
1500131;24193,2;350,9;NA;1164;186;395;1073;327;68;13;25;NA;19;10;4;4;15;2;124;3035;NA;6391;232;NA;NA;174;2294210,72;14251;19371,16
1500206;102476,1;27377,8;142037;4675;6343;19330;6623;12365;6965;168;182;7630;1312;226;258;258;5947;73;4905;5279;0,01170068;38446;10488;30504;115301;6220;4777938,22;155879;541087,59
1500305;94959,7;8805,9;118257;100;4052;12128;1441;8772;3356;NA;NA;NA;112;8;66;66;2196;59;2925;897;0,00912997;26075;5907;2755;12231;4273;904345,43;96260;133202,54
1500347;321306,1;3159,2;13051;26129;1599;6693;27039;4399;2294;355;496;13466;134;36;103;103;703;14;1373;38106;300,01886792;132178;8621;3604;7764;1546;41123236,75;190932;147164,65
1500404;189736,6;26676,6;102366;3832;4773;24238;5968;14914;9324;141;153;10557;469;60;322;322;2807;24;1312;5967;0,38265306;37262;5269;10689;49101;4135;6218638,18;107972;266752,84
1500503;125702,5;8240,6;41416;550;1011;4230;1863;2835;1395;8;14;2857;36;21;259;259;293;22;467;1387;0,04749679;8758;677;1826;9478;1037;2465607,2;32905;71865,2
1500602;812678,9;35617,9;148399;26286;3889;13962;23518;9543;4419;782;914;23724;341;242;199;199;1826;91;2770;48706;0,69802277;149522;8377;31802;98662;3529;19139481,94;296922;245254,42
1500701;35287;18549,7;158138;160;1310;2900;680;2335;565;NA;NA;NA;11;10;3;3;817;6;985;NA;NA;3762;359;2270;5170;1106;NA;20548;38740,47
1500800;939,8;688;1207;234;286;697;519;480;217;9;9;434;137;28;91;91;111;65;264;350;0,02822581;1680;7;503;1841;282;9909303,97;5443;11087,8
1500859;236496,8;7910,8;83917;5061;2401;7807;8676;5152;2655;95;106;5294;110;55;110;110;1441;38;2180;9042;0,21745351;44482;6515;7487;19552;2237;14734022,16;70033;94524,28
1500909;15272,2;6409,9;29487;1278;3499;14588;1406;9538;5050;43;71;1811;1113;143;63;63;4058;217;1994;2502;1,41463415;11802;298;5883;35208;3489;546599,39;60504;76643,1
1500958;85498;14349,9;40418;3762;2283;6430;3174;4393;2037;173;224;3679;782;151;42;42;354;177;1770;8649;0,98642534;27460;5358;6212;19197;1924;5649621,63;56890;95370,68
1501006;35393,2;8264,1;59285;2433;1150;4739;269;3114;1625;12;17;476;14;6;13;13;633;1;389;1448;0,03608247;6258;401;2910;26563;930;75000;31580;63576,11
1501105;119408,1;1517,6;121119;36;1429;3439;262;2466;973;NA;NA;1306;6;2;2;2;636;1;348;NA;NA;2876;730;1701;11416;1428;NA;16465;53732,06
1501204;42199,9;20250,5;41083;2656;2820;12258;4055;8337;3921;62;73;3474;1015;610;118;118;2122;248;2248;4498;0,00752701;19033;1830;12698;34463;2483;2947863,49;64664;110000,81
1501253;193115,9;NA;NA;14706;491;1544;5141;1150;394;129;151;3676;13;8;23;23;36;1;340;20722;NA;36557;2028;NA;0;249;28457737,01;28805;47504,47
1501303;15218,8;10819;20266;2262;3109;9453;10824;6405;3048;22;25;18471;412;64;55;55;2862;50;2042;2253;0,00574033;44541;9051;30300;89163;3068;NA;145577;94650,43
1501402;4492,5;3603,6;5292;10;582;1451;305;994;457;NA;NA;409;19;7;16;16;7;7;464;NA;NA;1211;71;813;8300;573;263846,5;9052;79109,94
1501451;26166;13846,7;27599;10533;504;1903;2123;1143;760;97;191;4860;114;38;78;78;566;10;469;11191;86,16279070;22701;338;17323;31059;474;7083467,93;34119;44273,9
1501501;1612,1;407,7;1208;332;203;466;1634;338;128;7;7;NA;182;18;20;20;318;15;96;1301;0,05454545;6678;150;373;1848;201;1811242,54;41997;3717,47
1501576;120189,7;4828,4;8697;6610;1294;4478;8535;3524;954;186;298;6530;92;70;156;156;584;32;870;13066;15,40816327;44500;3973;2064;3480;1211;25103611,35;90342;52563,4
1501600;31536,8;20326,3;32594;1725;1077;2556;8884;2029;527;150;174;11117;734;101;67;67;1195;191;845;2585;0,01092123;26716;784;23982;52164;1075;3540399,78;67893;22619,56
1501709;60685,3;7921,2;60566;4301;4518;17408;13295;12753;4655;97;158;3996;1659;368;218;218;3606;286;3455;7828;1,53333333;36307;4904;21667;55750;4447;5061825,93;100954;188254,81
1501725;212401,6;10641,5;43340;7168;1855;7573;9661;5292;2281;200;226;8364;330;113;146;146;361;23;1675;17404;0,44655460;53093;3296;9855;37697;1743;9392345,13;111069;86126,36
1501758;90048,7;2475,2;7577;11252;583;2179;4779;1554;625;109;130;NA;40;21;45;45;487;15;464;15014;134,36842105;74546;1939;7322;3590;576;18135143,73;52902;27151,65
1501782;185137,6;9102,2;30916;5766;2485;9098;11674;5746;3352;221;281;6151;585;213;190;190;1311;249;2178;12318;0,60642202;69980;2499;4342;18452;2296;3387977,87;83585;131218,26
1501808;154609,5;65490,3;232876;181;4398;16659;1523;11714;4945;NA;NA;NA;145;16;48;48;3039;52;1551;707;0,00095655;16801;2781;7110;32203;4793;3463124;94601;44858,07
1501907;22952,9;7307,7;31950;558;2954;7389;1307;4993;2396;48;58;1151;260;113;106;106;3763;36;2653;872;0,01327743;6137;557;5231;44232;2927;830541,4;67866;307718,22
1501956;85669,7;8110,7;64986;2271;1889;4552;1522;3626;926;44;49;1103;85;8;35;35;717;26;624;3228;0,00961538;10289;342;2619;9696;1725;3476574,83;30531;42532,08
1502004;70025,3;9275,5;18554;3509;814;2595;1085;1721;874;32;47;2164;85;23;34;34;299;23;588;3116;0,22947761;12355;3664;6609;25499;758;95000;35008;58861,9
1502103;70698,2;16797,4;93611;3329;12819;48246;6345;30535;17711;72;75;8605;1659;539;377;377;10821;497;9928;6663;0,01122673;38123;10363;13081;147669;12677;3524814,48;138359;366372,22
1502152;107980,4;7667,6;10511;9564;1148;3467;9501;2623;844;114;166;9664;419;57;156;156;699;109;993;15812;17,08490566;68747;1950;3188;8535;1090;3573110,25;141237;65250,27
1502202;13681,5;2059,6;13515;922;907;3042;1601;2286;756;65;88;915;440;64;115;115;612;95;820;1829;0,67346939;8821;675;2089;6720;756;6527905,95;14847;25365,07
1502301;79010,8;18229,3;58586;7445;2402;8399;10427;6402;1997;396;473;8541;1612;320;319;319;2299;414;1836;11148;0,09735762;39997;2920;26126;70638;2196;11224222,51;102739;100979,43
1502400;24052;4605,8;20402;4468;1116;3461;8152;2625;836;254;278;2947;882;270;152;152;695;419;1044;14554;0,36229508;40462;2373;10696;29032;1095;3190374,53;86022;103397,46
1502509;343143,4;7224,2;58911;222;1510;5994;5997;4161;1833;24;24;3490;37;5;221;221;365;9;1050;2055;0,22006472;18292;1530;746;1912;1637;1232015,38;46425;72241,79
1502608;1747,3;635,3;1685;403;451;1760;390;925;835;4;4;274;36;13;18;18;171;18;163;697;0,09482759;3098;56;1407;2628;394;27500;3864;13842,92
1502707;262921,6;14304,4;56149;12882;3384;10171;11274;6557;3614;310;425;11707;869;223;398;398;1640;83;2825;19029;38,55357143;64663;3227;11542;25176;3020;20840401,15;84323;82466,85
1502756;16112;9449,2;29243;2370;1182;5254;8213;3860;1394;73;85;1366;469;100;87;87;1685;73;1079;3265;0,03038047;15083;681;12824;23325;1166;1616092,99;36921;63210,81
1502764;587774,5;9720,4;22579;31354;787;3939;28547;2899;1040;411;540;NA;62;30;56;56;59;10;366;51067;668,63636364;125188;3200;11346;38968;668;149635557,75;220575;188215,03
1502772;142594,7;2079,9;3320;7324;295;1483;14971;1095;388;164;198;7765;84;26;115;115;53;49;285;15011;28,96296296;81112;620;453;516;304;40880304,74;191275;65819,18
1502806;84302,7;18301,3;86911;14;2917;11865;955;7670;4195;NA;NA;NA;10;6;24;24;2732;13;1192;3425;0,00346021;10736;788;1302;7427;2885;NA;140095;418603,84
1502855;19021,8;950,5;6920;527;482;2380;1858;1750;630;21;31;1380;1;2;113;113;383;1;289;NA;NA;7738;1596;2648;2297;495;20000;12294;33175,22
1502905;6074;1075,6;6006;1399;562;2549;2394;1830;719;24;29;3246;376;50;46;46;56;319;382;3589;0,24752475;14970;580;2864;10527;540;58000;20346;67560,83
1502939;131076;65536,1;151907;166996;567;3022;19812;2588;434;363;609;41480;359;266;148;148;314;44;467;142070;69,84000000;284186;15609;170160;199884;490;45354446,27;275324;151792,15
1502954;198316,4;2745,7;5966;8582;2600;8758;10300;5703;3055;162;207;9438;197;44;134;134;1414;31;2322;13409;8,24755700;67207;9598;1912;3352;2529;24638162;118022;92792,85
1503002;2809;126,5;1153;46;103;333;160;223;110;NA;NA;NA;2;2;4;4;9;NA;22;NA;NA;601;7;15;271;100;49336,36;1727;9675,74
1503044;150861,5;11737,2;61814;12552;1276;5084;4704;3696;1388;172;242;5561;712;53;45;45;505;35;912;13490;NA;32946;908;17190;58096;1093;21318175,16;109737;103665,66
1503077;58663,6;12175,6;52065;2527;2164;5825;4301;4549;1276;130;159;3949;903;84;53;53;1937;287;1268;4780;0,11248966;38345;1665;29949;28475;1859;2932024,39;39147;76960,94
1503093;226463,1;5284;23533;9547;1356;4068;7364;2817;1251;318;459;5873;185;113;121;121;411;55;1131;18151;3,57650273;47668;1702;4422;16546;1277;12108760,13;99945;98149,33
1503101;53350;1818,6;52043;19;1346;5283;206;3371;1912;NA;NA;NA;24;20;73;73;1656;5;1032;549;0,00211864;5971;1085;1012;4470;1346;1757462,67;27195;50467,68
1503200;31978,9;14044,7;28194;6018;2117;5880;8550;4607;1273;297;320;4412;1342;471;145;145;2608;877;1692;7452;0,07380480;25106;896;17261;53628;2117;3419422,86;56285;58688,82
1503309;30004,7;24822,4;44257;589;3856;14786;7289;11106;3680;19;22;8399;763;21;52;52;2420;29;3517;1822;0,00079020;24880;4769;19569;78631;3787;450123,96;89687;112592,23
1503408;13051,3;1424,5;8404;799;534;1837;1301;1293;544;47;56;469;148;67;158;158;233;64;471;1626;0,17377049;6624;228;1813;9768;525;590651,15;25641;45083,83
1503457;117463,6;14919;70481;13846;2132;6872;8007;4939;1933;256;388;21404;440;163;173;173;2319;229;776;16559;5,59424084;59288;3152;16130;66093;1976;6328443,32;125228;85130,34
1503507;55434,2;7394,6;36048;2742;2352;7984;3585;5297;2687;88;139;3217;476;147;142;142;1751;88;1997;5417;0,09647979;19531;429;5901;45746;2207;2460345,35;53672;37908,39
1503606;138052,3;5259,9;56585;3055;1597;5288;7237;3667;1621;188;215;NA;188;48;71;71;1231;46;1305;7894;0,40993789;28807;1600;2806;9879;1482;5699482,55;44797;182797,51
1503705;340233,9;5806,1;17168;15922;3318;13382;16237;8915;4467;262;323;19548;116;72;307;307;3601;52;2729;25506;18,31740614;109005;7947;3141;18987;3170;38926522,15;245952;211096,56
1503754;87876,5;15230,3;16268;993;432;2286;4936;1450;836;164;172;3077;4;1;5;5;18;1;92;NA;NA;22247;650;425;3527;430;934200;41238;50137,17
1503804;105866,7;386;1587;4193;728;2408;3448;1512;896;93;132;2204;98;43;28;28;175;9;622;8711;62,10000000;21890;1419;207;495;656;9196510,9;31656;61166,59
1503903;27668,4;2339,9;19400;781;1481;6664;817;4098;2566;15;22;1456;45;18;93;93;452;21;730;1311;0,41666667;7064;566;2033;10953;1446;266070,87;16960;132981,73
1504000;35607,9;2344,8;36972;150;3813;14121;2255;9298;4823;NA;NA;NA;257;4;161;161;2909;6;3129;985;0,00001233;8176;2911;166;3023;3807;212019,85;52973;313834,55
1504059;21956,4;2558,2;10373;3364;801;2659;2572;1746;913;66;96;4184;164;52;49;49;1245;37;654;4719;0,72995781;28208;3291;4034;9627;791;18520594,55;29793;24224,65
1504109;9397,7;937,9;8805;335;441;1467;439;1020;447;9;13;NA;131;43;36;36;584;74;150;410;0,87179487;2289;140;1007;5374;414;539833,86;5361;24009,07
1504208;561117;10879,7;39408;24546;5274;16460;37610;11516;4944;530;730;26471;432;283;304;304;2953;237;4728;47796;8,53303471;187779;14745;9121;23306;5172;95310614,83;373471;376519,42
1504307;10053,8;4018,8;14112;1593;1749;6155;1687;4400;1755;48;50;1313;598;113;41;41;2442;403;1133;2140;0,28009828;7521;616;3872;20845;1746;215780,67;30228;58194,23
1504406;6484,6;1632,5;8683;1272;910;3630;1312;2519;1111;19;19;551;335;84;46;46;623;227;538;1700;0,78095238;4884;192;2640;11527;888;152145,23;20844;49135,15
1504422;36,4;NA;70;21;50;105;NA;69;36;NA;NA;NA;13;5;6;6;6;11;40;NA;NA;239;NA;184;2375;33;19790;2331;1990,2
1504455;195987;28231,4;89425;5976;3457;13078;38043;9977;3101;277;280;12590;745;418;77;77;966;20;2996;12379;0,05360670;81373;3877;50858;146752;3326;9956118,79;189170;320572,17
1504505;120,8;59,4;114;19;1758;7539;791;5536;2003;NA;4;185;6;1;7;7;988;21;964;NA;NA;2358;27;1045;4316;1608;NA;10728;25238,37
1504604;19480,2;5330,6;22015;643;1478;6351;677;4224;2127;25;26;1288;302;123;27;27;1188;78;986;1150;0,02183174;4223;471;3659;19583;1463;827273,04;19931;108751,36
1504703;176054,2;58673,8;270297;36665;5770;23091;61762;16506;6585;481;582;17007;1384;287;383;383;3870;242;2768;40093;0,19496207;137247;5240;116184;232004;5743;16540178,01;290473;250742,94
1504752;58624,1;21672,9;91976;27187;1574;4439;2642;3108;1331;166;315;6481;686;148;94;94;1125;159;1181;27642;38,77113402;42317;586;36963;65135;1555;9967755;74192;44153,56
1504802;125102,8;20562,6;66882;3819;4163;13415;4312;9379;4036;90;98;5997;342;36;158;158;2208;74;3057;4333;0,30000000;27847;3881;8154;27846;3878;4265027,06;49977;256315,35
1504901;76189,6;22210;72473;257;2478;9645;5744;6782;2863;13;13;5594;31;2;33;33;648;8;1514;921;0,00021227;15099;188;2524;7049;2414;NA;47865;92808,93
1504950;58214,7;6924,5;55484;3223;1370;5788;3571;4015;1773;124;177;8897;483;54;25;25;742;314;543;4573;0,35694051;19974;1267;17132;32294;1173;18277014,11;53098;75369,83
1504976;93161,8;2979,9;7290;3109;1428;4442;3622;2902;1540;124;162;5076;91;61;155;155;705;28;1164;7790;13,47692308;26904;1956;1251;3408;1306;4039798,43;60474;33467,05
1505007;13463;3484,7;13564;8017;901;1994;2125;1486;508;94;115;579;599;169;58;58;958;208;576;9179;0,29970326;14646;263;10401;19155;900;1115829,03;21243;27834,47
1505031;553644,3;10510,9;26276;22529;1305;3979;17161;3074;905;858;1163;17737;126;113;123;123;444;44;730;37618;29,61176471;125682;10555;10559;35384;1087;18353814,8;185442;189926,81
1505064;588122,7;8376,1;36934;15183;5420;15524;25114;11029;4495;267;318;60029;120;49;333;333;4210;22;4387;31074;1,67501958;173855;8800;3759;15916;5317;37222032,56;254398;271565,13
1505106;110976,3;4113,2;59184;2729;2746;11811;4097;7908;3903;44;48;4104;107;19;74;74;2487;150;1452;4748;0,88648649;24312;2784;4862;21160;2704;3444489,96;62483;253172,58
1505205;27300,1;3425,8;36538;441;3707;12222;1056;7603;4619;21;21;NA;256;39;60;60;2609;128;1269;817;0,00906344;6184;1783;2576;22337;3578;910006,16;43534;240952,82
1505304;86858,4;7685,6;51124;940;2181;10496;2144;6047;4449;32;43;NA;88;23;72;72;1211;69;1227;2999;0,86415094;13776;528;4036;30536;2346;2354027,71;63736;231482,85
1505403;32635,9;2807,9;9743;1276;1159;3203;2030;2576;627;52;57;1491;695;101;68;68;1375;205;912;2378;0,36460554;7938;116;3542;11947;1120;2909510,59;24149;73908,96
1505437;157382,2;1661,6;4862;4510;1207;4817;8522;3083;1734;145;178;6091;112;38;25;25;647;9;1132;9049;3,70000000;32680;898;1816;7071;1182;3919010,28;70238;49930,62
1505486;510605,4;11587,2;95521;8574;4418;17282;10267;11410;5872;134;143;10062;114;72;128;128;775;19;3541;16485;0,21167728;64805;5930;5495;20252;4234;32293561,49;142153;242166,88
1505494;49551,6;NA;1489;4391;428;1485;3095;1039;446;53;63;3469;35;17;50;50;227;12;269;4780;79,83333333;23092;2782;619;1196;425;21156742,97;29948;19830,91
1505502;380223,1;111922,3;472318;155201;1432;8407;36063;6356;2051;734;1230;69871;661;275;341;341;1943;315;968;139279;66,72353870;345961;19901;150526;438861;1325;199292665,19;603816;309229
1505536;65973,5;2611;6069;2221;1292;4752;6658;3380;1372;88;111;5059;304;97;302;302;825;110;1088;5734;1,36523929;26981;1694;2703;9921;1276;3744212,67;88389;195210,98
1505551;98129;1966,9;7291;1590;569;1849;3398;1377;472;39;43;1133;118;23;33;33;181;7;460;3404;55,14285714;10735;329;1270;3750;486;16889757,23;19058;26548,15
1505601;16789,3;1470,4;6238;905;718;2726;1624;2057;669;45;51;NA;430;73;173;173;321;138;473;1938;1,55263158;7122;558;1254;3745;621;2865387,9;17642;8622,31
1505635;249733,5;2432,1;1587;9819;1334;4378;13084;3462;916;195;312;6774;69;49;100;100;105;NA;1189;16927;250,86666667;74117;10025;1286;3774;1271;31210546,5;152051;100441,09
1505650;170640,9;12797;80040;7248;2719;6412;4959;4681;1731;157;193;18625;179;121;143;143;1461;59;2269;11773;0,18084097;59454;6311;11770;43974;2636;4274176,71;94921;96104,84
1505700;34700;1178,5;26579;305;2840;8393;3741;5969;2424;10;10;1746;368;1;132;132;1502;50;877;NA;NA;9447;1030;514;1756;2732;399328;44107;61334,46
1505809;27653,5;3430,9;17405;604;2323;7636;762;4850;2786;19;21;NA;15;6;18;18;1194;2;202;1184;11,14285714;6935;1566;3014;11527;2235;39120,2;17108;256528,23
1505908;189701,1;5124,9;75231;4210;1571;5703;3032;3673;2030;41;75;5021;60;14;59;59;321;11;990;6534;10,78160920;24657;2617;2750;8673;1530;693550,23;48450;63332,14
1506005;89253,5;6404,8;38260;1190;1208;4285;838;2798;1487;32;40;1954;34;10;68;68;99;7;584;1377;0,78125000;8358;1115;1958;21232;1168;1022299,24;31738;125284,85
1506104;3955;341,1;3383;64;388;1133;173;783;350;NA;NA;20;80;6;30;30;382;16;333;208;0,11111111;684;33;349;2546;369;246568,1;3807;4016,88
1506112;931,2;176,4;747;62;147;602;94;494;108;NA;5;NA;51;6;35;35;120;13;123;111;0,07692308;443;NA;250;1342;146;21540;1645;23399,9
1506138;174580,3;5244,9;14327;7982;986;2841;10756;1937;904;268;320;4276;182;113;46;46;77;26;898;14880;378,83333333;41372;641;6866;14567;880;39854680,76;74006;109397,52
1506161;249887,5;1799,6;7426;21743;1061;3866;21520;3409;457;282;351;NA;190;54;118;118;101;2;1025;37726;721,09090909;141925;10598;3272;5799;958;46029246,05;194957;142154,38
1506187;276816,1;18926,9;38027;19873;1850;5495;15644;4161;1334;317;457;24706;286;159;245;245;1415;16;1095;30550;2275,00000000;87394;1699;14927;59111;1677;58064690,58;156289;109456,48
1506195;155081,9;9113,7;57722;1850;2658;7436;3649;5125;2311;154;182;3960;130;59;73;73;566;59;2026;6377;0,05707196;23358;811;3431;18433;2611;6846011,62;69953;80117,55
1506203;575,3;232,9;672;139;208;717;117;480;237;NA;NA;23;52;5;14;14;154;21;147;224;0,18181818;606;105;310;1889;202;68825,25;3204;13800,55
1506302;11330,5;1934,8;6905;3334;304;1584;1065;1247;337;16;28;NA;191;24;51;51;292;33;157;3464;24,76000000;5948;67;5344;14849;332;2976939,16;10685;23442,65
1506351;3161,3;3068,5;7417;841;443;1273;3034;902;371;7;9;NA;131;66;110;110;228;54;412;1406;0,00077580;7523;14;6750;4702;406;253067,75;8165;9693,93
1506401;21760,5;NA;NA;NA;175;467;506;353;114;7;7;NA;0;NA;3;3;NA;NA;99;NA;NA;1403;7;0;0;164;35000;3629;24871,23
1506500;13834,9;4915,1;9182;3312;1153;3798;8779;2826;972;194;211;3001;769;155;225;225;1096;475;1036;51800;0,05461496;100201;1718;6825;24556;1183;2861513,01;571663;91536,61
1506559;50138,5;2822,6;11550;2359;1038;3663;4476;2840;823;47;62;1021;254;37;29;29;252;53;689;2446;0,35071090;11638;696;4724;10394;970;1106960,97;17733;33228,84
1506583;647250,9;38677,1;172036;56979;2788;9630;16221;6166;3464;528;740;126217;424;142;165;165;1111;16;1738;65167;373,00000000;508514;4060;326214;109735;2567;111967274,18;249213;169853,07
1506609;15041,8;5146,2;15069;2255;1217;3608;2694;3000;608;128;148;NA;1047;133;121;121;1088;182;854;2612;0,88257576;11083;286;5697;21575;1201;2651622,49;18803;109810,97
1506708;657966,7;64761,2;217830;82789;2047;5859;34539;4039;1820;710;955;NA;106;88;78;78;538;13;1323;102457;85,98360656;217808;7348;104363;190183;1499;129290620,96;349194;197686,86
1506807;95613,2;34535,5;125221;28753;7254;25288;14476;16339;8949;224;401;18589;1287;247;593;593;3548;436;4891;31850;11,26002766;82248;2137;50382;126280;7287;30889170,29;207910;544762,74
1506906;4747,5;1283,6;2670;179;232;684;372;446;238;20;30;NA;74;12;42;42;206;52;184;286;0,07865169;1155;21;167;1120;229;577076,68;3394;5169,81
1507003;17043;14417,5;16977;3566;865;3359;5767;2362;997;124;132;2670;472;231;184;184;1051;350;522;19281;0,09439528;35227;346;4079;14167;865;4915661,58;101924;114107,94
1507102;8750,1;3139,7;10924;2062;579;1700;1949;1248;452;39;43;810;336;107;99;99;683;203;340;3586;0,11775362;7629;298;2859;8648;614;389774,4;22390;33667,9
1507151;94906,4;1648,6;6576;14885;1013;3835;6656;2599;1236;130;201;4932;67;51;54;54;616;14;919;17676;8,27208481;47048;3394;2169;4908;998;12724560,55;111563;71637,24
1507201;55070,2;26294,8;57930;1748;3146;9760;2194;6410;3350;88;96;3975;466;77;191;191;3751;125;2443;3026;0,06472987;16984;2941;8511;40188;3064;6218445,56;66331;118686,41
1507300;1505348,9;16023,3;87779;52391;6339;22521;59419;15113;7408;1306;1601;58243;474;169;272;272;3409;20;3855;100315;3,67753797;334213;24496;15084;41768;5798;79563368,45;610898;514908,87
1507409;21259,9;7367,3;20135;2264;686;1940;4106;1444;496;126;161;1777;537;120;108;108;378;223;592;3786;0,25722832;12991;552;5621;25624;667;811121,09;66896;70119,22
1507458;197074,1;2778,4;21604;14004;1206;4649;15138;3170;1479;214;251;13537;156;80;108;108;723;15;1069;22211;40,15706806;92923;6300;504;4380;1181;28199746,24;163257;112091,31
1507466;3550,7;1225,6;4859;342;181;944;556;727;217;15;22;NA;136;42;15;15;187;52;100;466;0,20886076;1913;NA;1477;3562;144;46500;6007;11469,9
1507474;10019,6;745,4;10215;148;516;2179;808;1617;562;6;9;484;115;18;44;44;412;49;289;527;0,27083333;2614;279;1095;4757;487;22500;6537;25668,26
