,municipio,ano,produto,tipo_agricultura,despesas_custeio,despesas_extrativista,outras_despesas,juros,renda_fatores,produtividade_media,despesas_pos_colheita
4402,limoeiro de anadia,2023,ABACAXI,agricultura familiar,36405.619999999995,,2667.17,2477.71386813531,1228.5,52500,
4403,pelotas,2009,PÊSSEGO,agricultura familiar,3307.82,,,286.35507354424254,362.744333013121,10000,421.9
4404,pelotas,2010,PÊSSEGO,agricultura familiar,3596.0199999999995,,,364.908393404743,374.68976410404855,10000,519.6
4405,pelotas,2014,PÊSSEGO,agricultura familiar,4461.62,,,323.15433143324213,349.8908905119035,10000,452.1
4406,pelotas,2015,PÊSSEGO,agricultura familiar,5064.27,,,666.0855309047197,354.2436893536882,10000,445.9
4407,pelotas,2016,PÊSSEGO,agricultura familiar,5284.79,,,724.1419975178285,359.3036893536882,10000,615.0
4408,pelotas,2017,PÊSSEGO,agricultura familiar,5937.980000000001,,,195.33413888905108,632.8448673838787,11000,887.64
4409,pelotas,2018,PÊSSEGO,agricultura familiar,5576.84,,813.12,193.89,1121.13,11000,
4410,pelotas,2019,PÊSSEGO,agricultura familiar,6555.32,,904.82,223.78,912.8,11000,
4411,unai,2004,FEIJÃO 2ª E 3ª SAFRAS,agricultura empresarial,2731.0699999999997,,,126.52000000000001,417.1,3000,283.59999999999997
4412,unai,2005,FEIJÃO 2ª E 3ª SAFRAS,agricultura empresarial,2746.65,,,124.34,420.88,3000,284.96
4413,unai,2006,FEIJÃO 2ª E 3ª SAFRAS,agricultura empresarial,2580.57,,,117.9,433.75,3000,280.51
4414,unai,2007,FEIJÃO 2ª E 3ª SAFRAS,agricultura empresarial,2629.67,,,121.04,440.1,3000,284.78
4415,unai,2008,FEIJÃO 2ª E 3ª SAFRAS,agricultura empresarial,3388.63,,,162.88,487.44,3000,355.44
4416,unai,2009,FEIJÃO 2ª E 3ª SAFRAS,agricultura empresarial,2839.68,,,101.96,472.22,3000,377.74
4417,unai,2010,FEIJÃO 2ª E 3ª SAFRAS,agricultura empresarial,2609.2,,,92.38,475.59,3000,394.5
4418,unai,2011,FEIJÃO 2ª E 3ª SAFRAS,agricultura empresarial,2170.14,,86.84,58.21,491.29,3000,
4419,unai,2012,FEIJÃO 2ª E 3ª SAFRAS,agricultura empresarial,2170.56,,318.42,60.24,579.16,3000,
4420,unai,2013,FEIJÃO 2ª E 3ª SAFRAS,agricultura empresarial,2226.4,,374.32,50.42,503.45,3000,
4421,unai,2014,FEIJÃO 2ª E 3ª SAFRAS,agricultura empresarial,3148.34,,388.85,233.65,402.1,3300,
4422,unai,2015,FEIJÃO 2ª E 3ª SAFRAS,agricultura empresarial,3723.5,,260.28,354.99,442.44,3300,
4423,unai,2016,FEIJÃO 2ª E 3ª SAFRAS,agricultura empresarial,3942.07,,564.69,390.74,506.51,3300,
4424,unai,2017,FEIJÃO 2ª E 3ª SAFRAS,agricultura empresarial,3964.17,,312.47,401.48,613.74,3300,
4425,unai,2018,FEIJÃO 2ª E 3ª SAFRAS,agricultura empresarial,5080.3,,257.83,196.74,839.79,3300,
4426,unai,2019,FEIJÃO 2ª E 3ª SAFRAS,agricultura empresarial,5800.67,,480.22,199.78,673.43,3300,
4427,unai,2020,FEIJÃO 2ª E 3ª SAFRAS,agricultura empresarial,6189.79,,415.67,201.99,643.81,3300,
4428,unai,2021,FEIJÃO 2ª E 3ª SAFRAS,agricultura empresarial,6684.8200000000015,,481.46000000000004,153.99,181.54,Ex-Ant,
4429,unai,2022,FEIJÃO 2ª E 3ª SAFRAS,agricultura empresarial,10271.34,,647.9200000000001,327.28,422.49,Ex-Ant,
4430,unai,2023,FEIJÃO 2ª E 3ª SAFRAS,agricultura empresarial,8630.72,,644.9100000000001,411.22,863.1700000000001,Ex-Ant,
4431,sorriso,2018,FEIJÃO 2ª E 3ª SAFRAS,agricultura empresarial,979.22,,94.32,16.25,407.85,1080,
4432,sorriso,2019,FEIJÃO 2ª E 3ª SAFRAS,agricultura empresarial,1114.02,,121.18,18.43,314.16,1080,
4433,sorriso,2020,FEIJÃO 2ª E 3ª SAFRAS,agricultura empresarial,1160.67,,149.4,10.12,310.3,1080,
4434,sorriso,2021,FEIJÃO 2ª E 3ª SAFRAS,agricultura empresarial,1342.9,,174.21999999999997,5.39,92.39,Ex-Ant,
4435,3a,2020,FEIJÃO 2ª E 3ª SAFRAS,nan,4747.63,,410.81,47.67327470934016,630.67,2820,
4436,3a,2021,FEIJÃO 2ª E 3ª SAFRAS,nan,5800.83,,495.40999999999997,27.12,230.16,Ex-Ant,
4437,3a,2022,FEIJÃO 2ª E 3ª SAFRAS,nan,9040.980000000001,,663.55,222.39,1125.59,Ex-Ant,
4438,cascavel,2019,FEIJÃO 2ª E 3ª SAFRAS,agricultura familiar,2240.52,,190.13,22.6600060897546,807.6800000000001,2220,
4439,cascavel,2020,FEIJÃO 2ª E 3ª SAFRAS,agricultura familiar,2090.92,,226.13,24.216782850075905,355.64,2220,
4440,cascavel,2021,FEIJÃO 2ª E 3ª SAFRAS,agricultura familiar,2926.21,,360.03000000000003,31.46,265.68,Ex-Ant,
4441,rolim de moura,2019,FEIJÃO 2ª E 3ª SAFRAS,agricultura familiar,3326.93,,156.81,73.47,244.23,1200,
4442,rolim de moura,2020,FEIJÃO 2ª E 3ª SAFRAS,agricultura familiar,3327.52,,171.82999999999998,38.64,244.23,Ex-Ant,
4443,rolim de moura,2021,FEIJÃO 2ª E 3ª SAFRAS,agricultura familiar,4293.49,,242.8,23.2,5.49,Ex-Ant,
4444,taquarituba,2014,FEIJÃO 2ª E 3ª SAFRAS,agricultura empresarial,3717.11,,375.12,78.91,425.63,2700,
4445,taquarituba,2015,FEIJÃO 2ª E 3ª SAFRAS,agricultura empresarial,3854.17,,440.81,118.34,459.65,2700,
4446,taquarituba,2016,FEIJÃO 2ª E 3ª SAFRAS,agricultura empresarial,4628.92,,544.81,142.12,541.41,2700,
4447,taquarituba,2017,FEIJÃO 2ª E 3ª SAFRAS,agricultura empresarial,4896.37,,542.39,160.26,705.61,2700,
4448,inhumas,2007,ARROZ SEQUEIRO,agricultura familiar,1125.03,,,11.368623914288513,186.1,2500,
4449,inhumas,2008,ARROZ SEQUEIRO,agricultura familiar,1326.26,,,13.61825717096191,186.1,2500,
4450,inhumas,2009,ARROZ SEQUEIRO,agricultura familiar,1248.17,,,12.174753856241702,186.1,2500,
4451,inhumas,2010,ARROZ SEQUEIRO,agricultura familiar,1424.49,,,13.491201320652056,246.71,2500,
4452,inhumas,2011,ARROZ SEQUEIRO,agricultura familiar,1546.65,,,15.19713189770726,268.61,2500,
4453,inhumas,2012,ARROZ SEQUEIRO,agricultura familiar,1702.8,,,16.510628152845158,265.54,2500,
4454,inhumas,2013,ARROZ SEQUEIRO,agricultura familiar,1812.11,,,17.868214664810875,271.7,2500,
4455,inhumas,2014,ARROZ SEQUEIRO,agricultura familiar,1872.48,,,18.5182416963302,276.64,2500,
4456,itapuranga,2007,ARROZ SEQUEIRO,agricultura familiar,876.5400000000001,,,9.110244608244033,189.1,2200,
4457,itapuranga,2008,ARROZ SEQUEIRO,agricultura familiar,1035.27,,,10.89461197982293,189.1,2200,
4458,itapuranga,2009,ARROZ SEQUEIRO,agricultura familiar,1089.46,,,11.74310985465085,189.1,2200,
4459,itapuranga,2010,ARROZ SEQUEIRO,agricultura familiar,1137.68,,,12.024304189132385,349.75,2200,
4460,itapuranga,2011,ARROZ SEQUEIRO,agricultura familiar,1296.27,,,13.923648768352415,384.92,2200,
4461,itapuranga,2012,ARROZ SEQUEIRO,agricultura familiar,1352.49,,,14.381599422158018,427.49,2200,
4462,itapuranga,2013,ARROZ SEQUEIRO,agricultura familiar,1467.38,,,14.960764315357629,421.47,2200,
4463,itapuranga,2014,ARROZ SEQUEIRO,agricultura familiar,1573.34,,,17.264212033182986,385.84,2200,
4464,palmeiras,2007,ARROZ SEQUEIRO,agricultura familiar,901.54,,,12.388947907907395,156.1,2500,
4465,palmeiras,2008,ARROZ SEQUEIRO,agricultura familiar,1083.58,,,11.444181484923474,156.1,2500,
4466,palmeiras,2009,ARROZ SEQUEIRO,agricultura familiar,1204.57,,,13.189312874800773,156.1,2500,
4467,palmeiras,2010,ARROZ SEQUEIRO,agricultura familiar,1202.25,,,13.083378992695167,262.39,2500,
4468,palmeiras,2011,ARROZ SEQUEIRO,agricultura familiar,1334.05,,,14.522360250110154,0.0,2500,
4469,palmeiras,2012,ARROZ SEQUEIRO,agricultura familiar,1456.42,,,16.44755055973759,0.0,2500,
4470,palmeiras,2013,ARROZ SEQUEIRO,agricultura familiar,1482.41,,,16.755699588304015,0.0,2500,
4471,palmeiras,2014,ARROZ SEQUEIRO,agricultura familiar,1545.28,,,17.389731333487898,0.0,2500,
4472,piranhas,2007,ARROZ SEQUEIRO,agricultura familiar,1138.99,,,11.270789947140024,101.37,2500,
4473,piranhas,2008,ARROZ SEQUEIRO,agricultura familiar,1380.99,,,13.930028728768459,101.37,2500,
4474,piranhas,2009,ARROZ SEQUEIRO,agricultura familiar,1460.9899999999998,,,14.356388609211084,101.37,2500,
4475,piranhas,2010,ARROZ SEQUEIRO,agricultura familiar,1036.77,,,11.250433608790539,321.52,2500,
4476,piranhas,2011,ARROZ SEQUEIRO,agricultura familiar,1146.46,,,12.296980865920796,338.18,2500,
4477,piranhas,2012,ARROZ SEQUEIRO,agricultura familiar,1278.27,,,13.969077885951297,344.2,2500,
4478,piranhas,2013,ARROZ SEQUEIRO,agricultura familiar,1344.31,,,14.66304052396849,353.45,2500,
4479,piranhas,2014,ARROZ SEQUEIRO,agricultura familiar,1448.78,,,15.542798674662032,375.66,2500,
4480,arari,2007,ARROZ SEQUEIRO,,819.17,,,0.0,9.0,2500,73.04
4481,arari,2008,ARROZ SEQUEIRO,,954.72,,,30.27,9.0,2500,138.17
4482,arari,2009,ARROZ SEQUEIRO,,1053.0300000000002,,,29.669999999999995,9.0,2500,142.59
4483,arari,2010,ARROZ SEQUEIRO,,1129.56,,,30.21,9.0,2500,149.87
4484,arari,2011,ARROZ SEQUEIRO,,1259.66,,,41.02,9.0,2500,109.36
4485,arari,2012,ARROZ SEQUEIRO,,1264.76,,,32.5,9.0,2500,154.47
4486,arari,2013,ARROZ SEQUEIRO,,1403.73,,,31.08,9.0,2500,185.74
4487,arari,2014,ARROZ SEQUEIRO,,1497.13,,,44.98,9.0,2500,176.61
4488,bacabal,2007,ARROZ SEQUEIRO,agricultura familiar,1226.09,,,68.27649411571784,0.0,3000,
4489,bacabal,2008,ARROZ SEQUEIRO,agricultura familiar,1147.86,,,25.731189906747126,47.22,3000,
4490,bacabal,2009,ARROZ SEQUEIRO,agricultura familiar,1182.0900000000001,,,26.498512254862703,48.15,3000,
4491,bacabal,2010,ARROZ SEQUEIRO,agricultura familiar,1177.37,,,26.39270560913949,48.15,3000,
4492,bacabal,2011,ARROZ SEQUEIRO,agricultura familiar,1327.1,,,29.749152444761652,51.54,3000,
4493,bacabal,2012,ARROZ SEQUEIRO,agricultura familiar,1373.06,,,30.779422240829202,72.43,3000,
4494,bacabal,2013,ARROZ SEQUEIRO,agricultura familiar,1540.74,,,34.538248163470776,72.43,3000,
4495,bacabal,2014,ARROZ SEQUEIRO,agricultura familiar,1632.84,,,36.60282275480718,74.57,3000,
4496,santa ines,2007,ARROZ SEQUEIRO,,774.4399999999999,,,0.0,4.5,2500,71.45
4497,santa ines,2008,ARROZ SEQUEIRO,,914.83,,,28.41,4.5,2500,137.38
4498,santa ines,2009,ARROZ SEQUEIRO,,1011.8200000000002,,,27.92,4.5,2500,141.76999999999998
4499,santa ines,2010,ARROZ SEQUEIRO,,1099.95,,,26.63,4.5,2500,149.28
4500,santa ines,2011,ARROZ SEQUEIRO,,1229.47,,,38.93,4.5,2500,108.76
4501,santa ines,2012,ARROZ SEQUEIRO,,1218.87,,,30.71,4.5,2500,148.15
4502,santa ines,2013,ARROZ SEQUEIRO,,1359.65,,,29.51,4.5,2500,176.64
4503,santa ines,2014,ARROZ SEQUEIRO,,1449.13,,,42.64,4.5,2500,178.43
4504,pocao de pedras,2015,ARROZ SEQUEIRO,agricultura familiar,1104.55,,,53.577263012564174,,2200,92.15
4505,pocao de pedras,2016,ARROZ SEQUEIRO,agricultura familiar,1264.9,,,68.3221858886439,,2200,88.53
4506,pocao de pedras,2017,ARROZ SEQUEIRO,agricultura familiar,1354.71,,,63.14856197681867,,2200,116.51
4507,balsas,2006,ARROZ SEQUEIRO,agricultura empresarial,707.76,,,39.12036292868876,104.75,2400,214.56
4508,balsas,2007,ARROZ SEQUEIRO,agricultura empresarial,788.38,,,35.730879416834746,107.28,2400,219.32
4509,balsas,2008,ARROZ SEQUEIRO,agricultura empresarial,1116.18,,,50.34859986920142,124.75,2400,238.65
4510,balsas,2009,ARROZ SEQUEIRO,agricultura empresarial,1094.73,,,40.14285074577224,121.57,2400,254.9
4511,balsas,2010,ARROZ SEQUEIRO,agricultura empresarial,875.9,,163.22,106.17,152.28,2400,
4512,balsas,2011,ARROZ SEQUEIRO,agricultura empresarial,865.22,,130.74,114.33,224.43,2400,
4513,balsas,2012,ARROZ SEQUEIRO,agricultura empresarial,896.5,,144.76,111.54,261.66,2400,
4514,balsas,2013,ARROZ SEQUEIRO,agricultura empresarial,916.07,,,27.538811316216325,198.86,2400,93.2
4515,balsas,2014,ARROZ SEQUEIRO,agricultura empresarial,1048.48,,162.52,32.99,217.15,2400,
4516,balsas,2015,ARROZ SEQUEIRO,agricultura empresarial,1207.65,,159.4,40.62,332.25,2400,
4517,balsas,2016,ARROZ SEQUEIRO,agricultura empresarial,1273.87,,159.5,42.91,331.35,2400,
4518,balsas,2017,ARROZ SEQUEIRO,agricultura empresarial,1212.8,,158.75,41.61,365.32,2400,
4519,balsas,2018,ARROZ SEQUEIRO,agricultura empresarial,1257.44,,162.42,42.1,332.59,2400,
4520,balsas,2019,ARROZ SEQUEIRO,agricultura empresarial,1478.98,,181.96,48.56,171.34,2400,
4521,balsas,2020,ARROZ SEQUEIRO,agricultura empresarial,1473.98,,191.39,31.73,189.64,2400,
4522,balsas,2021,ARROZ SEQUEIRO,agricultura empresarial,2301.74,,268.24,27.98,108.1,Ex-Ant,
4523,balsas,2022,ARROZ SEQUEIRO,agricultura empresarial,3756.6699999999996,,314.21000000000004,154.98,334.91,Ex-Ant,
4524,balsas,2023,ARROZ SEQUEIRO,agricultura empresarial,3615.8700000000003,,324.56,200.03,775.04,Ex-Ant,
4525,sidrolandia,2007,ARROZ SEQUEIRO,agricultura familiar,786.45,,33.75,10.541080784638712,136.98,1800,
4526,sidrolandia,2008,ARROZ SEQUEIRO,agricultura familiar,858.74,,48.23,11.635113644491664,136.8,1800,
4527,sidrolandia,2009,ARROZ SEQUEIRO,agricultura familiar,969.89,,42.17,12.010584596785002,136.8,1800,
4528,sidrolandia,2010,ARROZ SEQUEIRO,agricultura familiar,1092.22,,50.95,13.270801302119663,136.8,2300,
4529,sidrolandia,2011,ARROZ SEQUEIRO,agricultura familiar,1218.36,,24.37,15.94788925088455,137.03,2300,
4530,sidrolandia,2012,ARROZ SEQUEIRO,agricultura familiar,1346.22,,51.18,15.668751118729787,243.0,2300,
4531,sidrolandia,2013,ARROZ SEQUEIRO,agricultura familiar,1370.48,,63.57,14.891417619613083,252.0,2300,
4532,sidrolandia,2014,ARROZ SEQUEIRO,agricultura familiar,1506.64,,66.29,19.00220524266866,261.0,2300,
4533,sorriso,1998,ARROZ SEQUEIRO,agricultura empresarial,530.67,,,45.28,35.08,4000,102.84
4534,sorriso,1999,ARROZ SEQUEIRO,agricultura empresarial,611.77,,,53.18,35.08,4000,109.91
4535,sorriso,2000,ARROZ SEQUEIRO,agricultura empresarial,631.51,,,54.74,43.0,4000,111.62
4536,sorriso,2001,ARROZ SEQUEIRO,agricultura empresarial,637.68,,,33.33,64.13,4000,128.82
4537,sorriso,2002,ARROZ SEQUEIRO,agricultura empresarial,705.69,,,40.99,78.77,4000,142.24
4538,sorriso,2003,ARROZ SEQUEIRO,agricultura empresarial,999.98,,,76.82,94.78,4000,204.13
4539,sorriso,2004,ARROZ SEQUEIRO,agricultura empresarial,1221.63,,,65.44,136.39,4000,223.41
4540,sorriso,2005,ARROZ SEQUEIRO,agricultura empresarial,1245.81,,,74.4,141.15,4000,225.52
4541,sorriso,2006,ARROZ SEQUEIRO,agricultura empresarial,1049.5,,,58.13,136.31,4000,208.44
4542,sorriso,2007,ARROZ SEQUEIRO,agricultura empresarial,1028.45,,,43.52,138.81,4000,214.2
4543,sorriso,2008,ARROZ SEQUEIRO,agricultura empresarial,1229.48,,,46.7,292.09,4000,252.02
4544,sorriso,2009,ARROZ SEQUEIRO,agricultura empresarial,1342.97,,,50.98,296.0,4000,266.37
4545,sorriso,2010,ARROZ SEQUEIRO,agricultura empresarial,1061.12,,,38.70557691355408,278.51,3600,208.4
4546,sorriso,2011,ARROZ SEQUEIRO,agricultura empresarial,1007.65,,228.28,49.67,387.03,3600,
4547,sorriso,2012,ARROZ SEQUEIRO,agricultura empresarial,1295.55,,263.17,57.04,472.58,3600,
4548,sorriso,2013,ARROZ SEQUEIRO,agricultura empresarial,1344.3,,283.25,45.45,403.1,3600,
4549,sorriso,2014,ARROZ SEQUEIRO,agricultura empresarial,1597.69,,307.94,56.42,293.38,3600,
4550,sorriso,2015,ARROZ SEQUEIRO,agricultura empresarial,2030.11,,336.14,84.64,367.47,3600,
4551,sorriso,2016,ARROZ SEQUEIRO,agricultura empresarial,1854.72,,346.87,86.93,459.92,3600,
4552,sorriso,2017,ARROZ SEQUEIRO,agricultura empresarial,1940.29,,353.75,86.88,544.25,3600,
4553,sorriso,2018,ARROZ SEQUEIRO,agricultura empresarial,1825.54,,348.79,76.3,493.73,3600,
4554,sorriso,2019,ARROZ SEQUEIRO,agricultura empresarial,2035.86,,383.29,76.4,380.93,3600,
4555,sorriso,2020,ARROZ SEQUEIRO,agricultura empresarial,2202.17,,469.5200000000001,65.78472476724019,114.21000000000001,3250,
4556,sorriso,2021,ARROZ SEQUEIRO,agricultura empresarial,2842.79,,492.42999999999995,41.26,199.72,Ex-Ant,
4557,sorriso,2022,ARROZ SEQUEIRO,agricultura empresarial,5390.05,,635.4599999999999,370.35,1507.45,Ex-Ant,
4558,sorriso,2023,ARROZ SEQUEIRO,agricultura empresarial,4538.129999999999,,603.43,428.61,3100.56,Ex-Ant,
4559,esperantina,2007,ARROZ SEQUEIRO,agricultura familiar,513.2493913043479,,,17.07545221191718,55.63,1200,
4560,esperantina,2008,ARROZ SEQUEIRO,agricultura familiar,631.6591304347827,,,20.969960820061512,57.3,1200,
4561,esperantina,2009,ARROZ SEQUEIRO,agricultura familiar,645.6146086956522,,,21.607432960409053,60.56,1200,
4562,esperantina,2010,ARROZ SEQUEIRO,agricultura familiar,831.5123478260869,,,27.721787027558435,73.15,1200,
4563,esperantina,2011,ARROZ SEQUEIRO,agricultura familiar,826.5537391304348,,,27.713230354533636,73.15,1200,
4564,esperantina,2012,ARROZ SEQUEIRO,agricultura familiar,1006.8406956521738,,,33.75841798139923,73.15,1200,
4565,esperantina,2013,ARROZ SEQUEIRO,agricultura familiar,1080.771130434783,,,36.11863362407301,73.15,1200,
4566,esperantina,2014,ARROZ SEQUEIRO,agricultura familiar,1203.7450434782609,,,39.9783043491878,73.15,1200,
4567,luzilandia,2015,ARROZ SEQUEIRO,agricultura familiar,840.48,,,83.6317100745367,,2000,73.47
4568,luzilandia,2016,ARROZ SEQUEIRO,agricultura familiar,923.9100000000001,,,104.93021659536124,,2000,86.08000000000001
4569,luzilandia,2017,ARROZ SEQUEIRO,agricultura familiar,993.9,,,93.73990445516395,,2000,97.25
4570,luzilandia,2018,ARROZ SEQUEIRO,agricultura familiar,1029.16,,,51.44778153690261,10.13,2000,75.45
4571,ce,2016,FRANGO ,nan,,,,,,,
4572,ce,2017,FRANGO ,nan,,,,,,,
4573,go,2016,FRANGO ,nan,,,,,,,
4574,go,2017,FRANGO ,nan,,,,,,,
4575,mg,2016,FRANGO ,nan,,,,,,,
4576,mg,2017,FRANGO ,nan,,,,,,,
4577,ms,2016,FRANGO ,nan,,,,,,,
4578,ms,2017,FRANGO ,nan,,,,,,,
4579,pr,2016,FRANGO ,nan,,,,,,,
4580,pr,2017,FRANGO ,nan,,,,,,,
4581,pr,2018,FRANGO ,nan,,,,,,,
4582,pr,2019,FRANGO ,nan,,,,,,,
4583,rs,2016,FRANGO ,nan,,,,,,,
4584,rs,2017,FRANGO ,nan,,,,,,,
4585,rs,2018,FRANGO ,nan,,,,,,,
4586,rs,2019,FRANGO ,nan,,,,,,,
4587,sc,2016,FRANGO ,nan,,,,,,,
4588,sc,2017,FRANGO ,nan,,,,,,,
4589,sc,2018,FRANGO ,nan,,,,,,,
4590,sc,2019,FRANGO ,nan,,,,,,,
4591,c. de camaragibe,2009,CANA DE AÇÚCAR,agricultura empresarial,2433.3472881355933,,,308.86676717242943,222.90811062869926,60593.22033898304,659.0894915254237
4592,c. de camaragibe,2010,CANA DE AÇÚCAR,agricultura empresarial,2392.1127118644067,,,280.7504441407357,230.2504684402948,60593.22033898304,660.7013559322033
4593,c. de camaragibe,2011,CANA DE AÇÚCAR,agricultura empresarial,2377.43,,,990.5385373116897,216.4,75000,761.98
4594,c. de camaragibe,2012,CANA DE AÇÚCAR,agricultura empresarial,2652.72,,,307.4138743462338,276.8305084745763,60593.22033898304,665.0477966101695
4595,c. de camaragibe,2013,CANA DE AÇÚCAR,agricultura empresarial,2772.6766101694916,,,261.73526224963575,283.8805084745763,60593.22033898304,658.4894915254238
4596,c. de camaragibe,2014,CANA DE AÇÚCAR,agricultura empresarial,2742.407966101695,,,383.3729434977355,30.508474576271183,60593.22033898304,699.1325423728814
4597,c. de camaragibe,2015,CANA DE AÇÚCAR,agricultura empresarial,2977.1718644067796,,,442.2878303591326,30.508474576271183,60593.22033898304,784.0316949152541
4598,c. de camaragibe,2016,CANA DE AÇÚCAR,agricultura empresarial,3345.6896610169492,,,285.9638222969677,30.508474576271183,60593.22033898304,842.4996610169491
4599,s. m. dos campos,2009,CANA DE AÇÚCAR,agricultura empresarial,2218.097391304348,,,265.365439974358,455.92960250177475,58913.04347826088,215.95456521739132
4600,s. m. dos campos,2010,CANA DE AÇÚCAR,agricultura empresarial,2041.58347826087,,,217.40901718027214,455.5456291455795,58913.04347826088,219.81934782608693
4601,s. m. dos campos,2011,CANA DE AÇÚCAR,agricultura empresarial,2124.7991304347825,,,317.7115768930452,455.84,58913.04347826088,256.34021739130435
4602,s. m. dos campos,2012,CANA DE AÇÚCAR,agricultura empresarial,2381.7878260869566,,,271.23100599490607,487.05,58913.04347826088,275.04282608695655
4603,s. m. dos campos,2013,CANA DE AÇÚCAR,agricultura empresarial,2578.893695652174,,,233.52144916775796,488.11,58913.04347826088,261.00543478260875
4604,s. m. dos campos,2014,CANA DE AÇÚCAR,agricultura empresarial,2666.7278260869566,,,342.74611774334335,488.79,58913.04347826088,256.4817391304348
4605,s. m. dos campos,2015,CANA DE AÇÚCAR,agricultura empresarial,2915.3726086956517,,,389.2313186481402,489.2004347826087,58913.04347826088,260.39478260869566
4606,s. m. dos campos,2016,CANA DE AÇÚCAR,agricultura empresarial,2914.5126086956525,,,573.6963160729504,489.55,58913.04347826088,313.46000000000004
4607,s. m. dos campos,2017,CANA DE AÇÚCAR,agricultura empresarial,2916.263653846154,,,326.82947819675456,0.0,75384.61538461538,552.7701923076924
4608,s. m. dos campos,2018,CANA DE AÇÚCAR,agricultura empresarial,4362.997692307692,,,226.41180567877336,767.075,75384.61538461538,459.37903846153847
4609,s. m. dos campos,2019,CANA DE AÇÚCAR,agricultura empresarial,4976.2940384615395,,,266.0167333396088,798.6633653846154,75384.61538461538,462.21740384615384
4610,s. m. dos campos,2020,CANA DE AÇÚCAR,agricultura empresarial,5300.888942307693,,,162.27854654752352,446.1408653846154,75384.61538461538,474.125576923077
4611,s. m. dos campos,2021,CANA DE AÇÚCAR,agricultura empresarial,7191.576653846154,,,97.23979997563771,244.14538461538461,75384.61538461538,513.3035576923077
4612,s. m. dos campos,2022,CANA DE AÇÚCAR,agricultura empresarial,9886.452388461537,,,902.612978400946,686.8385576923076,75384.61538461538,555.245
4613,s. l. do quitunde,2017,CANA DE AÇÚCAR,agricultura empresarial,2919.1593749999997,,,330.71791203482394,0.0,80000,553.0975000000001
4614,s. l. do quitunde,2018,CANA DE AÇÚCAR,agricultura empresarial,3095.4514285714286,,,178.95181101375968,0.0,80000,493.7819642857143
4615,s. l. do quitunde,2019,CANA DE AÇÚCAR,agricultura empresarial,3086.960714285715,,,184.34709556910138,0.0,80000,510.37999999999994
4616,s. l. do quitunde,2020,CANA DE AÇÚCAR,agricultura empresarial,3291.2500892857142,,,110.93850633279779,0.0,80000,520.2041964285714
4617,s. l. do quitunde,2021,CANA DE AÇÚCAR,agricultura empresarial,3538.8548214285706,,,61.48019571309386,0.0,80000,553.2425892857143
4618,s. l. do quitunde,2022,CANA DE AÇÚCAR,agricultura empresarial,4901.676696428571,,,513.3696784529548,0.0,80000,642.9078571428572
4619,abaira,2009,CANA DE AÇÚCAR,agricultura familiar,3494.953636363636,,,111.7757086999511,240.0,47454.54545454545,147.6
4620,abaira,2010,CANA DE AÇÚCAR,agricultura familiar,4359.714545454545,,,128.51475139179615,,47454.54545454545,147.6
4621,abaira,2011,CANA DE AÇÚCAR,agricultura familiar,4364.124545454545,,,153.38844372598138,,47454.54545454545,147.6
4622,abaira,2012,CANA DE AÇÚCAR,agricultura familiar,5133.243636363637,,,157.282841131419,,47454.54545454545,311.3181818181818
4623,abaira,2013,CANA DE AÇÚCAR,agricultura familiar,5645.8,,,148.7592726692201,,47454.54545454545,475.03636363636366
4624,abaira,2014,CANA DE AÇÚCAR,agricultura familiar,6325.671818181819,,,238.8520312014267,,47454.54545454545,475.03636363636366
4625,sao benedito,2015,CANA DE AÇÚCAR,agricultura familiar,4079.0414285714282,,,410.573428265928,234.3,71428.57142857142,133.0
4626,sao benedito,2016,CANA DE AÇÚCAR,agricultura familiar,4349.775000000001,,,466.9826508443747,268.24285714285713,71428.57142857142,214.19606030040694
4627,sao benedito,2017,CANA DE AÇÚCAR,agricultura familiar,4596.410714285714,,,444.42085079750984,,71428.57142857142,279.00601575678627
4628,sao benedito,2018,CANA DE AÇÚCAR,agricultura familiar,4825.2699999999995,,,547.5913551187741,208.13,71428.57142857142,158.92857142857142
4629,c. do mato dentro,2008,CANA DE AÇÚCAR,agricultura familiar,1984.2227586206895,,,246.46619198368694,,41600.98522167488,0.0
4630,c. do mato dentro,2009,CANA DE AÇÚCAR,agricultura familiar,2040.2817733990146,,,227.5937630341905,,41600.98522167488,0.0
4631,c. do mato dentro,2010,CANA DE AÇÚCAR,agricultura familiar,2514.023793103448,,,252.44016655703828,,41600.98522167488,0.0
4632,c. do mato dentro,2011,CANA DE AÇÚCAR,agricultura familiar,2468.411773399015,,,267.2146557894434,,41600.98522167488,0.0
4633,c. do mato dentro,2012,CANA DE AÇÚCAR,agricultura familiar,2875.3743349753695,,,264.6728316248975,,41600.98522167488,79.87738916256158
4634,c. do mato dentro,2013,CANA DE AÇÚCAR,agricultura familiar,3131.240197044335,,,283.5427554177877,,41600.98522167488,84.08029556650247
4635,c. do mato dentro,2014,CANA DE AÇÚCAR,agricultura familiar,3422.3974876847296,,,430.04938547485517,,41600.98522167488,46.2452709359606
4636,c. do mato dentro,2015,CANA DE AÇÚCAR,agricultura familiar,3646.706847290641,,,435.19822494349376,,41600.98522167488,46.2452709359606
4637,c. do mato dentro,2016,CANA DE AÇÚCAR,agricultura familiar,3862.201625615763,,,514.9844790819859,,41600.98522167488,50.44817733990148
